INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT
31107	60444	2	1	0	0	91	0	0	0	0	0	0	0	0
31107	60445	2	1	0	0	129	0	0	0	0	0	0	0	0
31107	60446	2	1	0	0	28	0	0	0	0	0	0	0	0
31107	60447	2	1	0	0	85	0	0	0	0	0	0	0	0
31107	60448	2	1	0	0	129	0	0	0	0	0	0	0	0
31107	60449	2	1	0	0	85	0	0	0	0	0	0	0	0
31107	60450	2	1	0	0	170	0	0	0	0	0	0	0	0
31108	60551	2	1	0	0	24	0	0	0	0	0	0	0	0
31108	60552	2	1	0	0	174	0	0	0	0	0	0	0	0
31108	60553	2	1	0	0	85	0	0	0	0	0	0	0	0
31108	60554	2	1	0	0	91	0	0	0	0	0	0	0	0
31108	60555	2	1	0	0	129	0	0	0	0	0	0	0	0
31108	60556	2	1	0	0	28	0	0	0	0	0	0	0	0
31108	60557	2	1	0	0	85	0	0	0	0	0	0	0	0
31108	60558	2	1	0	0	129	0	0	0	0	0	0	0	0
31108	60559	2	1	0	0	85	0	0	0	0	0	0	0	0
31108	60560	2	1	0	0	170	0	0	0	0	0	0	0	0
31109	60661	2	1	0	0	24	0	0	0	0	0	0	0	0
31109	60662	2	1	0	0	174	0	0	0	0	0	0	0	0
31109	60663	2	1	0	0	85	0	0	0	0	0	0	0	0
31109	60664	2	1	0	0	91	0	0	0	0	0	0	0	0
31109	60665	2	1	0	0	129	0	0	0	0	0	0	0	0
31109	60666	2	1	0	0	28	0	0	0	0	0	0	0	0
31109	60667	2	1	0	0	85	0	0	0	0	0	0	0	0
31109	60668	2	1	0	0	129	0	0	0	0	0	0	0	0
31109	60669	2	1	0	0	85	0	0	0	0	0	0	0	0
31109	60670	2	1	0	0	170	0	0	0	0	0	0	0	0
31110	60771	2	1	0	0	24	0	0	0	0	0	0	0	0
31110	60772	2	1	0	0	174	0	0	0	0	0	0	0	0
31110	60773	2	1	0	0	85	0	0	0	0	0	0	0	0
31110	60774	2	1	0	0	91	0	0	0	0	0	0	0	0
31110	60775	2	1	0	0	129	0	0	0	0	0	0	0	0
31110	60776	2	1	0	0	28	0	0	0	0	0	0	0	0
31110	60777	2	1	0	0	85	0	0	0	0	0	0	0	0
31110	60778	2	1	0	0	129	0	0	0	0	0	0	0	0
31110	60779	2	1	0	0	85	0	0	0	0	0	0	0	0
31110	60780	2	1	0	0	170	0	0	0	0	0	0	0	0
31111	938	1	1	0	0	1000	0	0	0	0	0	0	0	0
31112	939	1	1	0	0	1000	0	0	0	0	0	0	0	0
31113	940	1	1	0	0	1000	0	0	0	0	0	0	0	0
31114	941	1	1	0	0	1000	0	0	0	0	0	0	0	0
31115	942	1	1	0	0	1000	0	0	0	0	0	0	0	0
31116	943	1	1	0	0	1000	0	0	0	0	0	0	0	0
31117	944	1	1	0	0	1000	0	0	0	0	0	0	0	0
40001	8001	1	1	1	0	1000	0	0	0	0	0	0	0	0
40002	30001	2	1	0	0	115	0	0	0	0	0	0	153	0
40002	30002	2	1	0	0	115	0	0	0	0	0	0	154	0
40002	30003	2	1	0	0	102	0	0	0	0	0	0	155	0
40002	30004	2	1	0	0	100	0	0	0	0	0	0	156	0
40002	30005	2	1	0	0	100	0	0	0	0	0	0	157	0
40002	30006	2	1	0	0	95	0	0	0	0	0	0	158	0
40002	30007	2	1	0	0	90	0	0	0	0	0	0	159	0
40002	30008	2	1	0	0	85	0	0	0	0	0	0	160	0
40002	30009	2	1	0	0	80	0	0	0	0	0	0	161	0
40002	30010	2	1	0	0	75	0	0	0	0	0	0	162	0
40002	30011	2	1	0	0	25	0	0	0	0	0	0	163	0
40002	30012	2	1	0	0	18	0	0	0	0	0	0	164	0
40003	151	1	1	1	0	1000	0	0	0	0	0	0	0	0
40004	153	1	1	1	0	1000	0	0	0	0	0	0	0	0
40005	20002	2	1	1	0	1	0	0	0	0	0	0	0	0
40005	20003	2	1	1	0	1	0	0	0	0	0	0	0	0
40005	20004	2	1	1	0	1	0	0	0	0	0	0	0	0
40005	20006	2	1	1	0	1	0	0	0	0	0	0	0	0
40005	20007	2	1	1	0	1	0	0	0	0	0	0	0	0
40005	20008	2	1	1	0	1	0	0	0	0	0	0	0	0
40005	565	1	1	1	0	994	0	0	0	0	0	0	0	0
40006	254	1	1	0	0	1000	0	0	0	0	0	0	0	0
40007	564	1	1	1	0	1000	0	0	0	0	0	0	0	0
