INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6603034	10365:2:1	3	10719	150	1	1	414	0	6	91	9999	0
6603035	10367:2:1	3	10719	150	1	1	414	0	6	91	9999	0
6603036	10368:2:1	3	8932	150	1	1	414	0	6	91	9999	0
6603037	10369:2:1	3	8932	150	1	1	414	0	6	91	9999	0
6603038	10370:2:1	3	12505	150	1	1	414	0	6	91	9999	0
6603039	10372:2:1	3	12010	200	1	1	414	0	6	91	9999	0
6603040	10373:2:1	3	12010	200	1	1	414	0	6	91	9999	0
6603041	10374:2:1	3	12010	200	1	1	414	0	6	91	9999	0
6603042	10375:2:1	3	10295	200	1	1	414	0	6	91	9999	0
6603043	10377:2:1	3	10295	200	1	1	414	0	6	91	9999	0
6603044	10378:2:1	3	8579	200	1	1	414	0	6	91	9999	0
6603045	10379:2:1	3	8579	200	1	1	414	0	6	91	9999	0
6603046	10380:2:1	3	12010	200	1	1	414	0	6	91	9999	0
6603047	10382:2:1	3	11303	200	1	1	414	0	6	91	9999	0
6603048	10383:2:1	3	11303	200	1	1	414	0	6	91	9999	0
6603049	10384:2:1	3	11303	200	1	1	414	0	6	91	9999	0
6603050	10385:2:1	3	9689	200	1	1	414	0	6	91	9999	0
6603051	10387:2:1	3	9689	200	1	1	414	0	6	91	9999	0
6603052	10388:2:1	3	8074	200	1	1	414	0	6	91	9999	0
6603053	10389:2:1	3	8074	200	1	1	414	0	6	91	9999	0
6603054	10390:2:1	3	11303	200	1	1	414	0	6	91	9999	0
6603055	10392:2:1	3	10425	200	1	1	414	0	6	91	9999	0
6603056	10393:2:1	3	10425	200	1	1	414	0	6	91	9999	0
6603057	10394:2:1	3	10425	200	1	1	414	0	6	91	9999	0
6603058	10395:2:1	3	8936	200	1	1	414	0	6	91	9999	0
6603059	10397:2:1	3	8936	200	1	1	414	0	6	91	9999	0
6603060	10398:2:1	3	7447	200	1	1	414	0	6	91	9999	0
6603061	10399:2:1	3	7447	200	1	1	414	0	6	91	9999	0
6603062	10400:2:1	3	10425	200	1	1	414	0	6	91	9999	0
6603063	10402:2:1	3	5212	200	1	1	414	0	6	91	9999	0
6603064	10403:2:1	3	5212	200	1	1	414	0	6	91	9999	0
6603065	10404:2:1	3	5212	200	1	1	414	0	6	91	9999	0
6603066	10405:2:1	3	4468	200	1	1	414	0	6	91	9999	0
6603067	10407:2:1	3	4468	200	1	1	414	0	6	91	9999	0
6603068	10408:2:1	3	3723	200	1	1	414	0	6	91	9999	0
6603069	10409:2:1	3	3723	200	1	1	414	0	6	91	9999	0
6603070	10410:2:1	3	5212	200	1	1	414	0	6	91	9999	0
1604001	10211:2:1	4	640	0	1	1	414	0	1	91	9999	1
1604002	10216:2:1	4	960	0	1	1	414	0	1	91	9999	1
1604003	10221:2:1	4	520	0	1	1	414	0	1	91	9999	1
1604004	10226:2:1	4	780	0	1	1	414	0	1	91	9999	1
1604005	10231:2:1	4	400	0	1	1	414	0	1	91	9999	1
1604006	10236:2:1	4	600	0	1	1	414	0	1	91	9999	1
1604007	10241:2:1	4	280	0	1	1	414	0	1	91	9999	1
1604008	10246:2:1	4	420	0	1	1	414	0	1	91	9999	1
1604009	10251:2:1	4	200	50	1	1	414	0	1	91	9999	1
1604010	10256:2:1	4	300	50	1	1	414	0	1	91	9999	1
1604011	10261:2:1	4	240	50	1	1	414	0	1	91	9999	1
1604012	10266:2:1	4	360	50	1	1	414	0	1	91	9999	1
1604013	10282:2:1	4	980	0	1	1	0	0	1	91	9999	1
1604014	10283:2:1	4	980	0	1	1	0	0	1	91	9999	1
1604015	10284:2:1	4	980	0	1	1	0	0	1	91	9999	1
1604016	10285:2:1	4	840	0	1	1	0	0	1	91	9999	1
1604017	10287:2:1	4	840	0	1	1	0	0	1	91	9999	1
1604018	10288:2:1	4	700	0	1	1	0	0	1	91	9999	1
1604019	10289:2:1	4	700	0	1	1	0	0	1	91	9999	1
1604020	10290:2:1	4	980	0	1	1	0	0	1	91	9999	1
1604021	10292:2:1	4	700	0	1	1	0	0	1	91	9999	1
1604022	10293:2:1	4	700	0	1	1	0	0	1	91	9999	1
1604023	10294:2:1	4	700	0	1	1	0	0	1	91	9999	1
1604024	10295:2:1	4	600	0	1	1	0	0	1	91	9999	1
1604025	10297:2:1	4	600	0	1	1	0	0	1	91	9999	1
1604026	10298:2:1	4	500	0	1	1	0	0	1	91	9999	1
1604027	10299:2:1	4	500	0	1	1	0	0	1	91	9999	1
1604028	10300:2:1	4	700	0	1	1	0	0	1	91	9999	1
1604029	10302:2:1	4	252	0	1	1	414	0	1	91	9999	1
1604030	10303:2:1	4	252	0	1	1	414	0	1	91	9999	1
1604031	10304:2:1	4	252	0	1	1	414	0	1	91	9999	1
1604032	10305:2:1	4	216	0	1	1	414	0	1	91	9999	1
1604033	10307:2:1	4	216	0	1	1	414	0	1	91	9999	1
1604034	10308:2:1	4	180	0	1	1	414	0	1	91	9999	1
1604035	10309:2:1	4	180	0	1	1	414	0	1	91	9999	1
1604036	10310:2:1	4	252	0	1	1	414	0	1	91	9999	1
1604037	10312:2:1	4	224	0	1	1	414	0	1	91	9999	1
1604038	10313:2:1	4	224	0	1	1	414	0	1	91	9999	1
1604039	10314:2:1	4	224	0	1	1	414	0	1	91	9999	1
1604040	10315:2:1	4	192	0	1	1	414	0	1	91	9999	1
1604041	10317:2:1	4	192	0	1	1	414	0	1	91	9999	1
1604042	10318:2:1	4	160	0	1	1	414	0	1	91	9999	1
1604043	10319:2:1	4	160	0	1	1	414	0	1	91	9999	1
1604044	10320:2:1	4	224	0	1	1	414	0	1	91	9999	1
1604045	10322:2:1	4	196	0	1	1	414	0	1	91	9999	1
1604046	10323:2:1	4	196	0	1	1	414	0	1	91	9999	1
1604047	10324:2:1	4	196	0	1	1	414	0	1	91	9999	1
1604048	10325:2:1	4	168	0	1	1	414	0	1	91	9999	1
1604049	10327:2:1	4	168	0	1	1	414	0	1	91	9999	1
1604050	10328:2:1	4	140	0	1	1	414	0	1	91	9999	1
1604051	10329:2:1	4	140	0	1	1	414	0	1	91	9999	1
1604052	10330:2:1	4	196	0	1	1	414	0	1	91	9999	1
1604053	10332:2:1	4	176	0	1	1	414	0	1	91	9999	1
1604054	10333:2:1	4	176	0	1	1	414	0	1	91	9999	1
1604055	10334:2:1	4	176	0	1	1	414	0	1	91	9999	1
1604056	10335:2:1	4	151	0	1	1	414	0	1	91	9999	1
1604057	10337:2:1	4	151	0	1	1	414	0	1	91	9999	1
1604058	10338:2:1	4	126	0	1	1	414	0	1	91	9999	1
1604059	10339:2:1	4	126	0	1	1	414	0	1	91	9999	1
1604060	10340:2:1	4	176	0	1	1	414	0	1	91	9999	1
2604001	10211:2:1	4	1280	0	1	1	414	0	2	91	9999	1
2604002	10216:2:1	4	1920	0	1	1	414	0	2	91	9999	1
2604003	10221:2:1	4	1040	0	1	1	414	0	2	91	9999	1
2604004	10226:2:1	4	1560	0	1	1	414	0	2	91	9999	1
2604005	10231:2:1	4	800	0	1	1	414	0	2	91	9999	1
2604006	10236:2:1	4	1200	0	1	1	414	0	2	91	9999	1
2604007	10241:2:1	4	560	100	1	1	414	0	2	91	9999	1
2604008	10246:2:1	4	840	100	1	1	414	0	2	91	9999	1
2604009	10251:2:1	4	400	150	1	1	414	0	2	91	9999	1
2604010	10256:2:1	4	600	150	1	1	414	0	2	91	9999	1
2604011	10261:2:1	4	240	200	1	1	414	0	2	91	9999	0
2604012	10266:2:1	4	360	200	1	1	414	0	2	91	9999	0
2604013	10282:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604014	10283:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604015	10284:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604016	10285:2:1	4	1560	0	1	1	0	0	2	91	9999	1
2604017	10287:2:1	4	1560	0	1	1	0	0	2	91	9999	1
2604018	10288:2:1	4	1300	0	1	1	0	0	2	91	9999	1
2604019	10289:2:1	4	1300	0	1	1	0	0	2	91	9999	1
2604020	10290:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604021	10292:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604022	10293:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604023	10294:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604024	10295:2:1	4	1560	0	1	1	0	0	2	91	9999	1
2604025	10297:2:1	4	1560	0	1	1	0	0	2	91	9999	1
2604026	10298:2:1	4	1300	0	1	1	0	0	2	91	9999	1
2604027	10299:2:1	4	1300	0	1	1	0	0	2	91	9999	1
2604028	10300:2:1	4	1820	0	1	1	0	0	2	91	9999	1
2604029	10302:2:1	4	504	0	1	1	414	0	2	91	9999	1
2604030	10303:2:1	4	504	0	1	1	414	0	2	91	9999	1
2604031	10304:2:1	4	504	0	1	1	414	0	2	91	9999	1
2604032	10305:2:1	4	432	0	1	1	414	0	2	91	9999	1
2604033	10307:2:1	4	432	0	1	1	414	0	2	91	9999	1
2604034	10308:2:1	4	360	0	1	1	414	0	2	91	9999	1
2604035	10309:2:1	4	360	0	1	1	414	0	2	91	9999	1
2604036	10310:2:1	4	504	0	1	1	414	0	2	91	9999	1
2604037	10312:2:1	4	448	0	1	1	414	0	2	91	9999	1
2604038	10313:2:1	4	448	0	1	1	414	0	2	91	9999	1
2604039	10314:2:1	4	448	0	1	1	414	0	2	91	9999	1
2604040	10315:2:1	4	384	0	1	1	414	0	2	91	9999	1
2604041	10317:2:1	4	384	0	1	1	414	0	2	91	9999	1
2604042	10318:2:1	4	320	0	1	1	414	0	2	91	9999	1
2604043	10319:2:1	4	320	0	1	1	414	0	2	91	9999	1
2604044	10320:2:1	4	448	0	1	1	414	0	2	91	9999	1
2604045	10322:2:1	4	392	50	1	1	414	0	2	91	9999	1
2604046	10323:2:1	4	392	50	1	1	414	0	2	91	9999	1
2604047	10324:2:1	4	392	50	1	1	414	0	2	91	9999	1
2604048	10325:2:1	4	336	50	1	1	414	0	2	91	9999	1
2604049	10327:2:1	4	336	50	1	1	414	0	2	91	9999	1
2604050	10328:2:1	4	280	50	1	1	414	0	2	91	9999	1
2604051	10329:2:1	4	280	50	1	1	414	0	2	91	9999	1
2604052	10330:2:1	4	392	50	1	1	414	0	2	91	9999	1
2604053	10332:2:1	4	352	50	1	1	414	0	2	91	9999	1
2604054	10333:2:1	4	352	50	1	1	414	0	2	91	9999	1
2604055	10334:2:1	4	352	50	1	1	414	0	2	91	9999	1
2604056	10335:2:1	4	302	50	1	1	414	0	2	91	9999	1
2604057	10337:2:1	4	302	50	1	1	414	0	2	91	9999	1
2604058	10338:2:1	4	252	50	1	1	414	0	2	91	9999	1
2604059	10339:2:1	4	252	50	1	1	414	0	2	91	9999	1
2604060	10340:2:1	4	352	50	1	1	414	0	2	91	9999	1
3604001	36:8:1	4	6000	30	1	1	414	0	3	91	9999	1
3604002	56:8:1	4	4500	30	1	1	414	0	3	91	9999	1
3604003	76:8:1	4	3500	30	1	1	414	0	3	91	9999	1
5604001	50019:2:1	4	800	100	1	1	414	0	5	91	9999	1
5604002	50029:2:1	4	800	100	1	1	414	0	5	91	9999	1
5604003	50049:2:1	4	800	100	1	1	414	0	5	91	9999	1
5604004	50059:2:1	4	800	100	1	1	414	0	5	91	9999	1
5604005	50009:2:1	4	300	100	1	1	414	0	5	91	9999	1
5604006	50039:2:1	4	300	100	1	1	414	0	5	91	9999	1
6604001	735:1:1	4	50	100	1	1	414	0	6	91	9999	1
6604002	736:1:1	4	50	100	1	1	414	0	6	91	9999	1
6604003	737:1:1	4	400	100	1	1	414	0	6	91	9999	1
6604004	738:1:1	4	400	100	1	1	414	0	6	91	9999	1
6604005	739:1:1	4	400	100	1	1	414	0	6	91	9999	1
6604006	740:1:1	4	300	100	1	1	414	0	6	91	9999	1
6604007	741:1:1	4	150	100	1	1	414	0	6	91	9999	1
6604008	742:1:1	4	200	100	1	1	414	0	6	91	9999	1
7101001	100:1:1	1	300000	0	1	0	0	0	7	1	7	0
7101002	101:1:1	1	400000	0	1	0	0	0	7	1	7	0
7101003	102:1:1	1	200000	0	1	0	0	0	7	1	7	0
7101004	103:1:1	1	40000	0	1	0	0	0	7	1	7	0
7101005	104:1:1	1	8000	0	1	0	0	0	7	1	7	0
7101006	105:1:1	1	2000	0	1	1	0	0	7	1	7	0
7101007	106:1:1	1	600	0	1	1	414	0	7	1	7	0
7101008	107:1:1	1	300	0	1	1	414	0	7	1	7	0
7101009	150:1:1	1	300000	0	1	0	0	0	7	1	7	0
7101010	151:1:1	1	400000	0	1	0	0	0	7	1	7	0
7101011	152:1:1	1	150000	0	1	0	0	0	7	1	7	0
7101012	153:1:1	1	60000	0	1	0	0	0	7	1	7	0
7101013	154:1:1	1	15000	0	1	0	0	0	7	1	7	0
7101014	155:1:1	1	3000	0	1	1	0	0	7	1	7	0
7101015	156:1:1	1	900	0	1	1	414	0	7	1	7	0
7101016	157:1:1	1	450	0	1	1	414	0	7	1	7	0
7101017	565:1:1	1	41400	0	1	0	0	0	7	1	7	0
7101018	20001:2:1	1	200	200	1	1	414	1	7	1	7	0
7101019	20002:2:1	1	600	70	1	1	414	0	7	1	7	0
7101020	20003:2:1	1	600	70	1	1	414	0	7	1	7	0
7101021	20004:2:1	1	600	70	1	1	414	2	7	1	7	0
7101022	20005:2:1	1	200	200	1	1	414	4	7	1	7	0
7101023	20006:2:1	1	600	70	1	1	414	0	7	1	7	0
7101024	20007:2:1	1	600	70	1	1	414	0	7	1	7	0
7101025	20008:2:1	1	600	70	1	1	414	0	7	1	7	0
7101026	10151:2:1	1	4000	0	1	0	0	0	7	1	7	0
7101027	10156:2:1	1	6000	0	1	0	0	0	7	1	7	0
7101028	10161:2:1	1	4000	0	1	0	0	0	7	1	7	0
7101029	10166:2:1	1	6000	0	1	0	0	0	7	1	7	0
7101030	10171:2:1	1	4000	0	1	1	0	0	7	1	7	0
7101031	10176:2:1	1	6000	0	1	1	0	0	7	1	7	0
7101032	10181:2:1	1	1600	0	1	1	0	0	7	1	7	0
7101033	10186:2:1	1	2400	0	1	1	0	0	7	1	7	0
7101034	10191:2:1	1	1200	0	1	1	0	0	7	1	7	0
7101035	10196:2:1	1	1800	0	1	1	0	0	7	1	7	0
7101036	10201:2:1	1	1520	0	1	1	414	0	7	1	7	0
7101037	10206:2:1	1	2280	0	1	1	414	0	7	1	7	0
7101038	10211:2:1	1	1280	0	1	1	414	0	7	1	7	0
7101039	10216:2:1	1	1920	0	1	1	414	0	7	1	7	0
7101040	10221:2:1	1	1040	0	1	1	414	0	7	1	7	0
7101041	10226:2:1	1	1560	0	1	1	414	0	7	1	7	0
7101042	10231:2:1	1	800	0	1	1	414	0	7	1	7	0
7101043	10236:2:1	1	1200	0	1	1	414	0	7	1	7	0
7101044	10241:2:1	1	560	50	1	1	414	0	7	1	7	0
7101045	10246:2:1	1	840	50	1	1	414	0	7	1	7	0
7101046	10251:2:1	1	400	100	1	1	414	0	7	1	7	0
7101047	10256:2:1	1	600	100	1	1	414	0	7	1	7	0
7101048	10261:2:1	1	240	150	1	1	414	0	7	1	7	0
7101049	10266:2:1	1	360	150	1	1	414	0	7	1	7	0
7101050	10271:2:1	1	120	200	1	1	414	7	7	1	7	0
7101051	10276:2:1	1	180	200	1	1	414	10	7	1	7	0
7101052	10212:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101053	10213:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101054	10214:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101055	10215:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101056	10217:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101057	10218:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101058	10219:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101059	10220:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101060	10222:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101061	10223:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101062	10224:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101063	10225:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101064	10227:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101065	10228:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101066	10229:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101067	10230:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101068	10232:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101069	10233:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101070	10234:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101071	10235:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101072	10237:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101073	10238:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101074	10239:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101075	10240:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101076	10242:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101077	10243:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101078	10244:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101079	10245:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101080	10247:2:1	1	1560	0	1	0	0	0	7	1	7	0
7101081	10248:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101082	10249:2:1	1	1300	0	1	0	0	0	7	1	7	0
7101083	10250:2:1	1	1820	0	1	0	0	0	7	1	7	0
7101084	10252:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101085	10253:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101086	10254:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101087	10255:2:1	1	1320	0	1	1	0	0	7	1	7	0
7101088	10257:2:1	1	1320	0	1	1	0	0	7	1	7	0
7101089	10258:2:1	1	1100	0	1	1	0	0	7	1	7	0
7101090	10259:2:1	1	1100	0	1	1	0	0	7	1	7	0
7101091	10260:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101092	10262:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101093	10263:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101094	10264:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101095	10265:2:1	1	1320	0	1	1	0	0	7	1	7	0
7101096	10267:2:1	1	1320	0	1	1	0	0	7	1	7	0
7101097	10268:2:1	1	1100	0	1	1	0	0	7	1	7	0
7101098	10269:2:1	1	1100	0	1	1	0	0	7	1	7	0
7101099	10270:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101100	10272:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101101	10273:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101102	10274:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101103	10275:2:1	1	1320	0	1	1	0	0	7	1	7	0
7101104	10277:2:1	1	1320	0	1	1	0	0	7	1	7	0
7101105	10278:2:1	1	1100	0	1	1	0	0	7	1	7	0
7101106	10279:2:1	1	1100	0	1	1	0	0	7	1	7	0
7101107	10280:2:1	1	1540	0	1	1	0	0	7	1	7	0
7101108	10282:2:1	1	980	0	1	1	0	0	7	1	7	0
7101109	10283:2:1	1	980	0	1	1	0	0	7	1	7	0
7101110	10284:2:1	1	980	0	1	1	0	0	7	1	7	0
7101111	10285:2:1	1	840	0	1	1	0	0	7	1	7	0
7101112	10287:2:1	1	840	0	1	1	0	0	7	1	7	0
7101113	10288:2:1	1	700	0	1	1	0	0	7	1	7	0
7101114	10289:2:1	1	700	0	1	1	0	0	7	1	7	0
7101115	10290:2:1	1	980	0	1	1	0	0	7	1	7	0
7101116	10292:2:1	1	700	0	1	1	0	0	7	1	7	0
7101117	10293:2:1	1	700	0	1	1	0	0	7	1	7	0
7101118	10294:2:1	1	700	0	1	1	0	0	7	1	7	0
7101119	10295:2:1	1	600	0	1	1	0	0	7	1	7	0
7101120	10297:2:1	1	600	0	1	1	0	0	7	1	7	0
7101121	10298:2:1	1	500	0	1	1	0	0	7	1	7	0
7101122	10299:2:1	1	500	0	1	1	0	0	7	1	7	0
7101123	10300:2:1	1	700	0	1	1	0	0	7	1	7	0
7101124	10302:2:1	1	503	0	1	1	414	0	7	1	7	0
7101125	10303:2:1	1	503	0	1	1	414	0	7	1	7	0
7101126	10304:2:1	1	503	0	1	1	414	0	7	1	7	0
7101127	10305:2:1	1	430	0	1	1	414	0	7	1	7	0
7101128	10307:2:1	1	430	0	1	1	414	0	7	1	7	0
7101129	10308:2:1	1	360	0	1	1	414	0	7	1	7	0
7101130	10309:2:1	1	360	0	1	1	414	0	7	1	7	0
7101131	10310:2:1	1	503	0	1	1	414	0	7	1	7	0
7101132	10312:2:1	1	447	0	1	1	414	0	7	1	7	0
7101133	10313:2:1	1	447	0	1	1	414	0	7	1	7	0
7101134	10314:2:1	1	447	0	1	1	414	0	7	1	7	0
7101135	10315:2:1	1	383	0	1	1	414	0	7	1	7	0
7101136	10317:2:1	1	383	0	1	1	414	0	7	1	7	0
7101137	10318:2:1	1	320	0	1	1	414	0	7	1	7	0
7101138	10319:2:1	1	320	0	1	1	414	0	7	1	7	0
7101139	10320:2:1	1	447	0	1	1	414	0	7	1	7	0
7101140	10322:2:1	1	390	50	1	1	414	0	7	1	7	0
7101141	10323:2:1	1	390	50	1	1	414	0	7	1	7	0
7101142	10324:2:1	1	390	50	1	1	414	0	7	1	7	0
7101143	10325:2:1	1	335	50	1	1	414	0	7	1	7	0
7101144	10327:2:1	1	335	50	1	1	414	0	7	1	7	0
7101145	10328:2:1	1	280	50	1	1	414	0	7	1	7	0
7101146	10329:2:1	1	280	50	1	1	414	0	7	1	7	0
7101147	10330:2:1	1	390	50	1	1	414	0	7	1	7	0
7101148	10332:2:1	1	335	100	1	1	414	0	7	1	7	0
7101149	10333:2:1	1	335	100	1	1	414	0	7	1	7	0
7101150	10334:2:1	1	335	100	1	1	414	0	7	1	7	0
7101151	10335:2:1	1	287	100	1	1	414	0	7	1	7	0
7101152	10337:2:1	1	287	100	1	1	414	0	7	1	7	0
7101153	10338:2:1	1	240	100	1	1	414	0	7	1	7	0
7101154	10339:2:1	1	240	100	1	1	414	0	7	1	7	0
7101155	10340:2:1	1	335	100	1	1	414	0	7	1	7	0
7101156	10342:2:1	1	280	100	1	1	414	0	7	1	7	0
7101157	10343:2:1	1	280	100	1	1	414	0	7	1	7	0
7101158	10344:2:1	1	280	100	1	1	414	0	7	1	7	0
7101159	10345:2:1	1	240	100	1	1	414	0	7	1	7	0
7101160	10347:2:1	1	240	100	1	1	414	0	7	1	7	0
7101161	10348:2:1	1	200	100	1	1	414	0	7	1	7	0
7101162	10349:2:1	1	200	100	1	1	414	0	7	1	7	0
7101163	10350:2:1	1	280	100	1	1	414	0	7	1	7	0
7101164	10352:2:1	1	223	200	1	1	414	0	7	1	7	0
7101165	10353:2:1	1	223	200	1	1	414	0	7	1	7	0
7101166	10354:2:1	1	223	200	1	1	414	0	7	1	7	0
7101167	10355:2:1	1	190	200	1	1	414	0	7	1	7	0
7101168	10357:2:1	1	190	200	1	1	414	0	7	1	7	0
7101169	10358:2:1	1	160	200	1	1	414	0	7	1	7	0
7101170	10359:2:1	1	160	200	1	1	414	0	7	1	7	0
7101171	10360:2:1	1	223	200	1	1	414	0	7	1	7	0
7101172	52010:2:1	1	439	100	1	1	414	3	7	1	7	1
7101173	52110:2:1	1	439	100	1	1	414	5	7	1	7	1
7101174	52210:2:1	1	263	100	1	1	414	6	7	1	7	1
7101175	52310:2:1	1	293	100	1	1	414	8	7	1	7	1
7101176	52410:2:1	1	293	100	1	1	414	9	7	1	7	1
7101177	52510:2:1	1	234	100	1	1	414	11	7	1	7	1
7101178	52610:2:1	1	263	100	1	1	414	12	7	1	7	1
7101179	52710:2:1	1	234	100	1	1	414	13	7	1	7	1
7101180	52810:2:1	1	439	100	1	1	414	14	7	1	7	1
7102001	10202:2:1	2	1820	0	1	0	0	0	7	1	7	0
7102002	10203:2:1	2	1820	0	1	0	0	0	7	1	7	0
7102003	10204:2:1	2	1820	0	1	0	0	0	7	1	7	0
7102004	10205:2:1	2	1560	0	1	0	0	0	7	1	7	0
7102005	10207:2:1	2	1560	0	1	0	0	0	7	1	7	0
7102006	10208:2:1	2	1300	0	1	0	0	0	7	1	7	0
7102007	10209:2:1	2	1300	0	1	0	0	0	7	1	7	0
7102008	10210:2:1	2	1820	0	1	0	0	0	7	1	7	0
7103001	10241:2:1	3	11295	50	1	1	414	0	7	1	7	0
7103002	10246:2:1	3	13554	50	1	1	414	0	7	1	7	0
7103003	10251:2:1	3	10166	100	1	1	414	0	7	1	7	0
7103004	10256:2:1	3	12199	100	1	1	414	0	7	1	7	0
7103005	10261:2:1	3	8234	150	1	1	414	0	7	1	7	0
7103006	10266:2:1	3	9881	150	1	1	414	0	7	1	7	0
7103007	10271:2:1	3	6002	200	1	1	414	0	7	1	7	0
7103008	10276:2:1	3	7203	200	1	1	414	0	7	1	7	0
7103009	10322:2:1	3	15499	50	1	1	414	0	7	1	7	0
7103010	10323:2:1	3	15499	50	1	1	414	0	7	1	7	0
7103011	10324:2:1	3	15499	50	1	1	414	0	7	1	7	0
7103012	10325:2:1	3	13285	50	1	1	414	0	7	1	7	0
7103013	10327:2:1	3	13285	50	1	1	414	0	7	1	7	0
7103014	10328:2:1	3	11071	50	1	1	414	0	7	1	7	0
7103015	10329:2:1	3	11071	50	1	1	414	0	7	1	7	0
7103016	10330:2:1	3	15499	50	1	1	414	0	7	1	7	0
7103017	10332:2:1	3	15189	100	1	1	414	0	7	1	7	0
7103018	10333:2:1	3	15189	100	1	1	414	0	7	1	7	0
7103019	10334:2:1	3	15189	100	1	1	414	0	7	1	7	0
7103020	10335:2:1	3	13019	100	1	1	414	0	7	1	7	0
7103021	10337:2:1	3	13019	100	1	1	414	0	7	1	7	0
7103022	10338:2:1	3	10849	100	1	1	414	0	7	1	7	0
7103023	10339:2:1	3	10849	100	1	1	414	0	7	1	7	0
7103024	10340:2:1	3	15189	100	1	1	414	0	7	1	7	0
7103025	10342:2:1	3	14588	100	1	1	414	0	7	1	7	0
7103026	10343:2:1	3	14588	100	1	1	414	0	7	1	7	0
7103027	10344:2:1	3	14588	100	1	1	414	0	7	1	7	0
7103028	10345:2:1	3	12504	100	1	1	414	0	7	1	7	0
7103029	10347:2:1	3	12504	100	1	1	414	0	7	1	7	0
7103030	10348:2:1	3	10420	100	1	1	414	0	7	1	7	0
7103031	10349:2:1	3	10420	100	1	1	414	0	7	1	7	0
7103032	10350:2:1	3	14588	100	1	1	414	0	7	1	7	0
7103033	10352:2:1	3	13729	200	1	1	414	0	7	1	7	0
7103034	10353:2:1	3	13729	200	1	1	414	0	7	1	7	0
7103035	10354:2:1	3	13729	200	1	1	414	0	7	1	7	0
7103036	10355:2:1	3	11768	200	1	1	414	0	7	1	7	0
7103037	10357:2:1	3	11768	200	1	1	414	0	7	1	7	0
7103038	10358:2:1	3	9807	200	1	1	414	0	7	1	7	0
7103039	10359:2:1	3	9807	200	1	1	414	0	7	1	7	0
7103040	10360:2:1	3	13729	200	1	1	414	0	7	1	7	0
7104001	52010:2:1	4	439	100	1	1	414	0	7	1	7	1
7104002	52110:2:1	4	439	100	1	1	414	0	7	1	7	1
7104003	52210:2:1	4	263	100	1	1	414	0	7	1	7	1
7104004	52310:2:1	4	293	100	1	1	414	0	7	1	7	1
7104005	52410:2:1	4	293	100	1	1	414	0	7	1	7	1
7104006	52510:2:1	4	234	100	1	1	414	0	7	1	7	1
7104007	52610:2:1	4	263	100	1	1	414	0	7	1	7	1
7104008	52710:2:1	4	234	100	1	1	414	0	7	1	7	1
7104009	52810:2:1	4	439	100	1	1	414	0	7	1	7	1
7110001	20002:2:1	10	1	70	1	1	414	0	7	1	7	0
