INT	INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
18	15	10:8780|33:2700	565:1:34	539	#00ff00|制钢Lv3|n|#f7ab00|暴伤+ 1020|n韧性+ 740|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080	#00ff00|精炼Lv3|n|#f7ab00|暴伤+ 1180|n韧性+ 890|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430	#00ff00|锻造Lv3|n|#f7ab00|暴伤+ 1360|n韧性+ 1070|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830	#00ff00|淬火Lv2|n|#f7ab00|暴伤+ 660|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270	#00ff00|打磨Lv2|n|#f7ab00|暴伤+ 760|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510	#00ff00|镶嵌Lv2|n|#f7ab00|暴伤+ 880|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770
18	16	10:10350|33:3970	565:1:43	0	#00ff00|制钢Lv3|n|#f7ab00|暴伤+ 1020|n韧性+ 740|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080	#00ff00|精炼Lv3|n|#f7ab00|暴伤+ 1180|n韧性+ 890|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430	#00ff00|锻造Lv3|n|#f7ab00|暴伤+ 1360|n韧性+ 1070|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830	#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290	#00ff00|打磨Lv2|n|#f7ab00|暴伤+ 760|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510	#00ff00|镶嵌Lv2|n|#f7ab00|暴伤+ 880|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770
18	17	10:12160|33:5480	565:1:53	0	#00ff00|制钢Lv3|n|#f7ab00|暴伤+ 1020|n韧性+ 740|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080	#00ff00|精炼Lv3|n|#f7ab00|暴伤+ 1180|n韧性+ 890|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430	#00ff00|锻造Lv3|n|#f7ab00|暴伤+ 1360|n韧性+ 1070|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830	#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290	#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820	#00ff00|镶嵌Lv2|n|#f7ab00|暴伤+ 880|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770
18	18	10:14240|33:7250	565:1:67	0	#00ff00|制钢Lv3|n|#f7ab00|暴伤+ 1020|n韧性+ 740|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080	#00ff00|精炼Lv3|n|#f7ab00|暴伤+ 1180|n韧性+ 890|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430	#00ff00|锻造Lv3|n|#f7ab00|暴伤+ 1360|n韧性+ 1070|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830	#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290	#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820	#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420
18	19	10:16640|33:9330	565:1:84	0	#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv3|n|#f7ab00|暴伤+ 1180|n韧性+ 890|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430	#00ff00|锻造Lv3|n|#f7ab00|暴伤+ 1360|n韧性+ 1070|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830	#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290	#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820	#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420
18	20	10:19400|33:11760	565:1:105	539	#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv3|n|#f7ab00|暴伤+ 1360|n韧性+ 1070|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830	#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290	#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820	#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420
18	21	10:22570|33:14590	565:1:131	0	#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv3|n|#f7ab00|暴伤+ 1570|n韧性+ 1270|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290	#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820	#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420
18	22	10:26210|33:17880	565:1:164	0	#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv3|n|#f7ab00|暴伤+ 1810|n韧性+ 1510|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820	#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420
18	23	10:30390|33:21700	565:1:205	0	#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv3|n|#f7ab00|暴伤+ 2080|n韧性+ 1770|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420
18	24	10:35190|33:26120	565:1:256	0	#00ff00|制钢Lv4|n|#f7ab00|暴伤+ 2400|n韧性+ 2080|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
18	25	10:40700|33:31230	565:1:320	539	#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv4|n|#f7ab00|暴伤+ 2760|n韧性+ 2430|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
18	26	10:47030|33:37130	565:1:400	0	#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv4|n|#f7ab00|暴伤+ 3170|n韧性+ 2830|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
18	27	10:54290|33:43940	565:1:501	0	#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv4|n|#f7ab00|暴伤+ 3640|n韧性+ 3290|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
18	28	10:62620|33:51790	565:1:626	0	#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv4|n|#f7ab00|暴伤+ 4180|n韧性+ 3820|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
18	29	10:72170|33:60840	565:1:782	0	#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv4|n|#f7ab00|暴伤+ 4800|n韧性+ 4420|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
18	30	10:83130|33:71260	565:1:832	539	#00ff00|制钢Lv5|n|#f7ab00|暴伤+ 5510|n韧性+ 5110	#00ff00|精炼Lv5|n|#f7ab00|暴伤+ 6330|n韧性+ 5900	#00ff00|锻造Lv5|n|#f7ab00|暴伤+ 7260|n韧性+ 6810	#00ff00|淬火Lv5|n|#f7ab00|暴伤+ 8330|n韧性+ 7850	#00ff00|打磨Lv5|n|#f7ab00|暴伤+ 9550|n韧性+ 9050	#00ff00|镶嵌Lv5|n|#f7ab00|暴伤+ 10960|n韧性+ 10420
19	0	10:0	565:1:1	0	#00ff00|制钢Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150	#00ff00|精炼Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180	#00ff00|锻造Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210	#00ff00|淬火Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250	#00ff00|打磨Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300	#00ff00|镶嵌Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350
19	1	10:150	565:1:1	0	#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420	#00ff00|精炼Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180	#00ff00|锻造Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210	#00ff00|淬火Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250	#00ff00|打磨Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300	#00ff00|镶嵌Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350
19	2	10:330	565:1:2	0	#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420	#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490	#00ff00|锻造Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210	#00ff00|淬火Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250	#00ff00|打磨Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300	#00ff00|镶嵌Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350
19	3	10:540	565:1:2	0	#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420	#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490	#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv2|n|#f7ab00|暴伤+ 570	#00ff00|淬火Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250	#00ff00|打磨Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300	#00ff00|镶嵌Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350
19	4	10:790	565:1:3	0	#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420	#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490	#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv2|n|#f7ab00|暴伤+ 570	#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv2|n|#f7ab00|暴伤+ 660	#00ff00|打磨Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300	#00ff00|镶嵌Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350
19	5	10:1090	565:1:3	539	#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420	#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490	#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv2|n|#f7ab00|暴伤+ 570	#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv2|n|#f7ab00|暴伤+ 660	#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv2|n|#f7ab00|暴伤+ 760	#00ff00|镶嵌Lv0|n|#f7ab00|暴伤+ 0|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350
19	6	10:1440	565:1:4	0	#00ff00|制钢Lv1|n|#f7ab00|暴伤+ 150|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420	#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490	#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv2|n|#f7ab00|暴伤+ 570	#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv2|n|#f7ab00|暴伤+ 660	#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv2|n|#f7ab00|暴伤+ 760	#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv2|n|#f7ab00|暴伤+ 880
19	7	10:1860	565:1:5	0	#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv3|n|#f7ab00|暴伤+ 1020|n韧性+ 740	#00ff00|精炼Lv1|n|#f7ab00|暴伤+ 180|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490	#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv2|n|#f7ab00|暴伤+ 570	#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv2|n|#f7ab00|暴伤+ 660	#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv2|n|#f7ab00|暴伤+ 760	#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv2|n|#f7ab00|暴伤+ 880
19	8	10:2350	565:1:7	0	#00ff00|制钢Lv2|n|#f7ab00|暴伤+ 420|n|n|#0fe7e6|下一级|n|n|#00ff00|制钢Lv3|n|#f7ab00|暴伤+ 1020|n韧性+ 740	#00ff00|精炼Lv2|n|#f7ab00|暴伤+ 490|n|n|#0fe7e6|下一级|n|n|#00ff00|精炼Lv3|n|#f7ab00|暴伤+ 1180|n韧性+ 890	#00ff00|锻造Lv1|n|#f7ab00|暴伤+ 210|n|n|#0fe7e6|下一级|n|n|#00ff00|锻造Lv2|n|#f7ab00|暴伤+ 570	#00ff00|淬火Lv1|n|#f7ab00|暴伤+ 250|n|n|#0fe7e6|下一级|n|n|#00ff00|淬火Lv2|n|#f7ab00|暴伤+ 660	#00ff00|打磨Lv1|n|#f7ab00|暴伤+ 300|n|n|#0fe7e6|下一级|n|n|#00ff00|打磨Lv2|n|#f7ab00|暴伤+ 760	#00ff00|镶嵌Lv1|n|#f7ab00|暴伤+ 350|n|n|#0fe7e6|下一级|n|n|#00ff00|镶嵌Lv2|n|#f7ab00|暴伤+ 880
