INT	INT	STRING	STRING	INT	STRING	STRING
18	43	732:1:141	1:100491|6:286|7:718	2	½ðÅ£¹¬	4¶Î3ÐÇ
18	44	732:1:148	1:104082|6:296|7:744	2	½ðÅ£¹¬	4¶Î4ÐÇ
18	45	732:1:154	1:107730|6:306|7:770	2	½ðÅ£¹¬	4¶Î5ÐÇ
18	46	732:1:161	1:111435|6:317|7:796	2	½ðÅ£¹¬	4¶Î6ÐÇ
18	47	732:1:168	1:115197|6:328|7:823	2	½ðÅ£¹¬	4¶Î7ÐÇ
18	48	732:1:175	1:119016|6:339|7:850	2	½ðÅ£¹¬	4¶Î8ÐÇ
18	49	732:1:183	1:122892|6:350|7:878	2	½ðÅ£¹¬	4¶Î9ÐÇ
18	50	732:1:190	1:126825|6:361|7:906	2	½ðÅ£¹¬	4¶Î10ÐÇ
18	51	732:1:198	1:130815|6:372|7:935	3	½ðÅ£¹¬	5¶Î1ÐÇ
18	52	732:1:207	1:134862|6:384|7:964	3	½ðÅ£¹¬	5¶Î2ÐÇ
18	53	732:1:215	1:138966|6:396|7:993	3	½ðÅ£¹¬	5¶Î3ÐÇ
18	54	732:1:224	1:143127|6:408|7:1023	3	½ðÅ£¹¬	5¶Î4ÐÇ
18	55	732:1:234	1:147345|6:420|7:1053	3	½ðÅ£¹¬	5¶Î5ÐÇ
18	56	732:1:243	1:151620|6:432|7:1084	3	½ðÅ£¹¬	5¶Î6ÐÇ
18	57	732:1:253	1:155952|6:444|7:1115	3	½ðÅ£¹¬	5¶Î7ÐÇ
18	58	732:1:264	1:160341|6:457|7:1146	3	½ðÅ£¹¬	5¶Î8ÐÇ
18	59	732:1:275	1:164787|6:470|7:1178	3	½ðÅ£¹¬	5¶Î9ÐÇ
18	60	732:1:303	1:172710|6:493|7:1235	3	½ðÅ£¹¬	5¶Î10ÐÇ
18	61	732:1:291|734:1:7	1:180747|6:516|7:1292	4	½ðÅ£¹¬	6¶Î1ÐÇ
18	62	732:1:313|734:1:7	1:188898|6:539|7:1350	4	½ðÅ£¹¬	6¶Î2ÐÇ
18	63	732:1:336|734:1:7	1:197163|6:563|7:1409	4	½ðÅ£¹¬	6¶Î3ÐÇ
18	64	732:1:326|734:1:8	1:205542|6:587|7:1469	4	½ðÅ£¹¬	6¶Î4ÐÇ
18	65	732:1:351|734:1:8	1:214035|6:611|7:1530	4	½ðÅ£¹¬	6¶Î5ÐÇ
18	66	732:1:376|734:1:8	1:222642|6:636|7:1592	4	½ðÅ£¹¬	6¶Î6ÐÇ
18	67	732:1:369|734:1:9	1:231363|6:661|7:1654	4	½ðÅ£¹¬	6¶Î7ÐÇ
18	68	732:1:397|734:1:9	1:240198|6:686|7:1717	4	½ðÅ£¹¬	6¶Î8ÐÇ
18	69	732:1:425|734:1:9	1:249147|6:712|7:1781	4	½ðÅ£¹¬	6¶Î9ÐÇ
18	70	732:1:421|734:1:10	1:258210|6:738|7:1846	4	½ðÅ£¹¬	6¶Î10ÐÇ
18	71	732:1:452|734:1:10	1:267387|6:764|7:1912	5	½ðÅ£¹¬	7¶Î1ÐÇ
18	72	732:1:450|734:1:11	1:276678|6:790|7:1978	5	½ðÅ£¹¬	7¶Î2ÐÇ
18	73	732:1:483|734:1:11	1:286083|6:817|7:2045	5	½ðÅ£¹¬	7¶Î3ÐÇ
18	74	732:1:517|734:1:11	1:295602|6:844|7:2113	5	½ðÅ£¹¬	7¶Î4ÐÇ
18	75	732:1:518|734:1:12	1:305235|6:871|7:2182	5	½ðÅ£¹¬	7¶Î5ÐÇ
18	76	732:1:555|734:1:12	1:314982|6:899|7:2252	5	½ðÅ£¹¬	7¶Î6ÐÇ
18	77	732:1:559|734:1:13	1:324843|6:927|7:2323	5	½ðÅ£¹¬	7¶Î7ÐÇ
18	78	732:1:598|734:1:13	1:334818|6:955|7:2394	5	½ðÅ£¹¬	7¶Î8ÐÇ
18	79	732:1:605|734:1:14	1:344907|6:984|7:2466	5	½ðÅ£¹¬	7¶Î9ÐÇ
18	80	732:1:647|734:1:14	1:355110|6:1013|7:2539	5	½ðÅ£¹¬	7¶Î10ÐÇ
18	81	732:1:657|734:1:15	1:365427|6:1042|7:2613	6	½ðÅ£¹¬	8¶Î1ÐÇ
18	82	732:1:669|734:1:16	1:375858|6:1072|7:2688	6	½ðÅ£¹¬	8¶Î2ÐÇ
18	83	732:1:716|734:1:16	1:386403|6:1102|7:2763	6	½ðÅ£¹¬	8¶Î3ÐÇ
18	84	732:1:731|734:1:17	1:397062|6:1132|7:2839	6	½ðÅ£¹¬	8¶Î4ÐÇ
18	85	732:1:781|734:1:17	1:407835|6:1163|7:2916	6	½ðÅ£¹¬	8¶Î5ÐÇ
18	86	732:1:799|734:1:18	1:418722|6:1194|7:2994	6	½ðÅ£¹¬	8¶Î6ÐÇ
18	87	732:1:819|734:1:19	1:429723|6:1225|7:3073	6	½ðÅ£¹¬	8¶Î7ÐÇ
18	88	732:1:874|734:1:19	1:440838|6:1257|7:3152	6	½ðÅ£¹¬	8¶Î8ÐÇ
18	89	732:1:898|734:1:20	1:452067|6:1289|7:3232	6	½ðÅ£¹¬	8¶Î9ÐÇ
18	90	732:1:925|734:1:21	1:463410|6:1321|7:3313	6	½ðÅ£¹¬	8¶Î10ÐÇ
18	91	732:1:953|734:1:22	1:474867|6:1354|7:3395	7	½ðÅ£¹¬	9¶Î1ÐÇ
18	92	732:1:983|734:1:23	1:486438|6:1387|7:3478	7	½ðÅ£¹¬	9¶Î2ÐÇ
18	93	732:1:1049|734:1:23	1:498123|6:1420|7:3562	7	½ðÅ£¹¬	9¶Î3ÐÇ
18	94	732:1:1084|734:1:24	1:509922|6:1454|7:3646	7	½ðÅ£¹¬	9¶Î4ÐÇ
18	95	732:1:1121|734:1:25	1:521835|6:1488|7:3731	7	½ðÅ£¹¬	9¶Î5ÐÇ
18	96	732:1:1160|734:1:26	1:533862|6:1522|7:3817	7	½ðÅ£¹¬	9¶Î6ÐÇ
18	97	732:1:1202|734:1:27	1:546003|6:1557|7:3904	7	½ðÅ£¹¬	9¶Î7ÐÇ
18	98	732:1:1247|734:1:28	1:558258|6:1592|7:3992	7	½ðÅ£¹¬	9¶Î8ÐÇ
18	99	732:1:1295|734:1:29	1:570627|6:1627|7:4080	7	½ðÅ£¹¬	9¶Î9ÐÇ
18	100	732:1:1345|734:1:30	1:583110|6:1663|7:4169	8	½ðÅ£¹¬	9¶Î10ÐÇ
19	0	-1	-1	0	Ë«×Ó¹¬	0¶Î0ÐÇ
19	1	732:1:15	1:1140|6:3|7:8	0	Ë«×Ó¹¬	0¶Î1ÐÇ
19	2	732:1:16	1:2337|6:6|7:17	0	Ë«×Ó¹¬	0¶Î2ÐÇ
19	3	732:1:17	1:3591|6:10|7:26	0	Ë«×Ó¹¬	0¶Î3ÐÇ
19	4	732:1:18	1:4902|6:14|7:35	0	Ë«×Ó¹¬	0¶Î4ÐÇ
19	5	732:1:20	1:6270|6:18|7:45	0	Ë«×Ó¹¬	0¶Î5ÐÇ
19	6	732:1:21	1:7695|6:22|7:55	0	Ë«×Ó¹¬	0¶Î6ÐÇ
19	7	732:1:22	1:9177|6:26|7:66	0	Ë«×Ó¹¬	0¶Î7ÐÇ
19	8	732:1:24	1:10716|6:30|7:77	0	Ë«×Ó¹¬	0¶Î8ÐÇ
19	9	732:1:25	1:12312|6:35|7:88	0	Ë«×Ó¹¬	0¶Î9ÐÇ
19	10	732:1:27	1:13965|6:40|7:100	0	Ë«×Ó¹¬	0¶Î10ÐÇ
19	11	732:1:29	1:15675|6:45|7:112	0	Ë«×Ó¹¬	1¶Î1ÐÇ
19	12	732:1:30	1:17442|6:50|7:125	0	Ë«×Ó¹¬	1¶Î2ÐÇ
19	13	732:1:32	1:19266|6:55|7:138	0	Ë«×Ó¹¬	1¶Î3ÐÇ
19	14	732:1:34	1:21147|6:60|7:151	0	Ë«×Ó¹¬	1¶Î4ÐÇ
19	15	732:1:36	1:23085|6:66|7:165	0	Ë«×Ó¹¬	1¶Î5ÐÇ
19	16	732:1:38	1:25080|6:72|7:179	0	Ë«×Ó¹¬	1¶Î6ÐÇ
19	17	732:1:41	1:27132|6:78|7:194	0	Ë«×Ó¹¬	1¶Î7ÐÇ
19	18	732:1:43	1:29241|6:84|7:209	0	Ë«×Ó¹¬	1¶Î8ÐÇ
19	19	732:1:45	1:31407|6:90|7:224	0	Ë«×Ó¹¬	1¶Î9ÐÇ
19	20	732:1:48	1:33630|6:96|7:240	0	Ë«×Ó¹¬	1¶Î10ÐÇ
19	21	732:1:50	1:35910|6:102|7:256	0	Ë«×Ó¹¬	2¶Î1ÐÇ
19	22	732:1:53	1:38247|6:109|7:273	0	Ë«×Ó¹¬	2¶Î2ÐÇ
19	23	732:1:56	1:40641|6:116|7:290	0	Ë«×Ó¹¬	2¶Î3ÐÇ
19	24	732:1:59	1:43092|6:123|7:308	0	Ë«×Ó¹¬	2¶Î4ÐÇ
19	25	732:1:62	1:45600|6:130|7:326	0	Ë«×Ó¹¬	2¶Î5ÐÇ
19	26	732:1:65	1:48165|6:137|7:344	0	Ë«×Ó¹¬	2¶Î6ÐÇ
19	27	732:1:68	1:50787|6:144|7:363	0	Ë«×Ó¹¬	2¶Î7ÐÇ
19	28	732:1:71	1:53466|6:152|7:382	0	Ë«×Ó¹¬	2¶Î8ÐÇ
19	29	732:1:75	1:56202|6:160|7:402	0	Ë«×Ó¹¬	2¶Î9ÐÇ
19	30	732:1:79	1:58995|6:168|7:422	0	Ë«×Ó¹¬	2¶Î10ÐÇ
19	31	732:1:82	1:61845|6:176|7:442	1	Ë«×Ó¹¬	3¶Î1ÐÇ
19	32	732:1:86	1:64752|6:184|7:463	1	Ë«×Ó¹¬	3¶Î2ÐÇ
19	33	732:1:90	1:67716|6:192|7:484	1	Ë«×Ó¹¬	3¶Î3ÐÇ
19	34	732:1:95	1:70737|6:201|7:506	1	Ë«×Ó¹¬	3¶Î4ÐÇ
19	35	732:1:99	1:73815|6:210|7:528	1	Ë«×Ó¹¬	3¶Î5ÐÇ
19	36	732:1:104	1:76950|6:219|7:550	1	Ë«×Ó¹¬	3¶Î6ÐÇ
19	37	732:1:109	1:80142|6:228|7:573	1	Ë«×Ó¹¬	3¶Î7ÐÇ
19	38	732:1:114	1:83391|6:237|7:596	1	Ë«×Ó¹¬	3¶Î8ÐÇ
19	39	732:1:119	1:86697|6:246|7:620	1	Ë«×Ó¹¬	3¶Î9ÐÇ
19	40	732:1:124	1:90060|6:256|7:644	1	Ë«×Ó¹¬	3¶Î10ÐÇ
19	41	732:1:130	1:93480|6:266|7:668	2	Ë«×Ó¹¬	4¶Î1ÐÇ
19	42	732:1:135	1:96957|6:276|7:693	2	Ë«×Ó¹¬	4¶Î2ÐÇ
19	43	732:1:141	1:100491|6:286|7:718	2	Ë«×Ó¹¬	4¶Î3ÐÇ
19	44	732:1:148	1:104082|6:296|7:744	2	Ë«×Ó¹¬	4¶Î4ÐÇ
19	45	732:1:154	1:107730|6:306|7:770	2	Ë«×Ó¹¬	4¶Î5ÐÇ
19	46	732:1:161	1:111435|6:317|7:796	2	Ë«×Ó¹¬	4¶Î6ÐÇ
19	47	732:1:168	1:115197|6:328|7:823	2	Ë«×Ó¹¬	4¶Î7ÐÇ
19	48	732:1:175	1:119016|6:339|7:850	2	Ë«×Ó¹¬	4¶Î8ÐÇ
19	49	732:1:183	1:122892|6:350|7:878	2	Ë«×Ó¹¬	4¶Î9ÐÇ
19	50	732:1:190	1:126825|6:361|7:906	2	Ë«×Ó¹¬	4¶Î10ÐÇ
19	51	732:1:198	1:130815|6:372|7:935	3	Ë«×Ó¹¬	5¶Î1ÐÇ
19	52	732:1:207	1:134862|6:384|7:964	3	Ë«×Ó¹¬	5¶Î2ÐÇ
19	53	732:1:215	1:138966|6:396|7:993	3	Ë«×Ó¹¬	5¶Î3ÐÇ
19	54	732:1:224	1:143127|6:408|7:1023	3	Ë«×Ó¹¬	5¶Î4ÐÇ
19	55	732:1:234	1:147345|6:420|7:1053	3	Ë«×Ó¹¬	5¶Î5ÐÇ
19	56	732:1:243	1:151620|6:432|7:1084	3	Ë«×Ó¹¬	5¶Î6ÐÇ
19	57	732:1:253	1:155952|6:444|7:1115	3	Ë«×Ó¹¬	5¶Î7ÐÇ
19	58	732:1:264	1:160341|6:457|7:1146	3	Ë«×Ó¹¬	5¶Î8ÐÇ
19	59	732:1:275	1:164787|6:470|7:1178	3	Ë«×Ó¹¬	5¶Î9ÐÇ
19	60	732:1:303	1:172710|6:493|7:1235	3	Ë«×Ó¹¬	5¶Î10ÐÇ
19	61	732:1:291|734:1:7	1:180747|6:516|7:1292	4	Ë«×Ó¹¬	6¶Î1ÐÇ
19	62	732:1:313|734:1:7	1:188898|6:539|7:1350	4	Ë«×Ó¹¬	6¶Î2ÐÇ
19	63	732:1:336|734:1:7	1:197163|6:563|7:1409	4	Ë«×Ó¹¬	6¶Î3ÐÇ
19	64	732:1:326|734:1:8	1:205542|6:587|7:1469	4	Ë«×Ó¹¬	6¶Î4ÐÇ
19	65	732:1:351|734:1:8	1:214035|6:611|7:1530	4	Ë«×Ó¹¬	6¶Î5ÐÇ
19	66	732:1:376|734:1:8	1:222642|6:636|7:1592	4	Ë«×Ó¹¬	6¶Î6ÐÇ
19	67	732:1:369|734:1:9	1:231363|6:661|7:1654	4	Ë«×Ó¹¬	6¶Î7ÐÇ
19	68	732:1:397|734:1:9	1:240198|6:686|7:1717	4	Ë«×Ó¹¬	6¶Î8ÐÇ
19	69	732:1:425|734:1:9	1:249147|6:712|7:1781	4	Ë«×Ó¹¬	6¶Î9ÐÇ
19	70	732:1:421|734:1:10	1:258210|6:738|7:1846	4	Ë«×Ó¹¬	6¶Î10ÐÇ
19	71	732:1:452|734:1:10	1:267387|6:764|7:1912	5	Ë«×Ó¹¬	7¶Î1ÐÇ
19	72	732:1:450|734:1:11	1:276678|6:790|7:1978	5	Ë«×Ó¹¬	7¶Î2ÐÇ
19	73	732:1:483|734:1:11	1:286083|6:817|7:2045	5	Ë«×Ó¹¬	7¶Î3ÐÇ
19	74	732:1:517|734:1:11	1:295602|6:844|7:2113	5	Ë«×Ó¹¬	7¶Î4ÐÇ
19	75	732:1:518|734:1:12	1:305235|6:871|7:2182	5	Ë«×Ó¹¬	7¶Î5ÐÇ
19	76	732:1:555|734:1:12	1:314982|6:899|7:2252	5	Ë«×Ó¹¬	7¶Î6ÐÇ
19	77	732:1:559|734:1:13	1:324843|6:927|7:2323	5	Ë«×Ó¹¬	7¶Î7ÐÇ
19	78	732:1:598|734:1:13	1:334818|6:955|7:2394	5	Ë«×Ó¹¬	7¶Î8ÐÇ
19	79	732:1:605|734:1:14	1:344907|6:984|7:2466	5	Ë«×Ó¹¬	7¶Î9ÐÇ
19	80	732:1:647|734:1:14	1:355110|6:1013|7:2539	5	Ë«×Ó¹¬	7¶Î10ÐÇ
19	81	732:1:657|734:1:15	1:365427|6:1042|7:2613	6	Ë«×Ó¹¬	8¶Î1ÐÇ
19	82	732:1:669|734:1:16	1:375858|6:1072|7:2688	6	Ë«×Ó¹¬	8¶Î2ÐÇ
19	83	732:1:716|734:1:16	1:386403|6:1102|7:2763	6	Ë«×Ó¹¬	8¶Î3ÐÇ
19	84	732:1:731|734:1:17	1:397062|6:1132|7:2839	6	Ë«×Ó¹¬	8¶Î4ÐÇ
19	85	732:1:781|734:1:17	1:407835|6:1163|7:2916	6	Ë«×Ó¹¬	8¶Î5ÐÇ
19	86	732:1:799|734:1:18	1:418722|6:1194|7:2994	6	Ë«×Ó¹¬	8¶Î6ÐÇ
19	87	732:1:819|734:1:19	1:429723|6:1225|7:3073	6	Ë«×Ó¹¬	8¶Î7ÐÇ
19	88	732:1:874|734:1:19	1:440838|6:1257|7:3152	6	Ë«×Ó¹¬	8¶Î8ÐÇ
19	89	732:1:898|734:1:20	1:452067|6:1289|7:3232	6	Ë«×Ó¹¬	8¶Î9ÐÇ
19	90	732:1:925|734:1:21	1:463410|6:1321|7:3313	6	Ë«×Ó¹¬	8¶Î10ÐÇ
19	91	732:1:953|734:1:22	1:474867|6:1354|7:3395	7	Ë«×Ó¹¬	9¶Î1ÐÇ
19	92	732:1:983|734:1:23	1:486438|6:1387|7:3478	7	Ë«×Ó¹¬	9¶Î2ÐÇ
19	93	732:1:1049|734:1:23	1:498123|6:1420|7:3562	7	Ë«×Ó¹¬	9¶Î3ÐÇ
19	94	732:1:1084|734:1:24	1:509922|6:1454|7:3646	7	Ë«×Ó¹¬	9¶Î4ÐÇ
19	95	732:1:1121|734:1:25	1:521835|6:1488|7:3731	7	Ë«×Ó¹¬	9¶Î5ÐÇ
19	96	732:1:1160|734:1:26	1:533862|6:1522|7:3817	7	Ë«×Ó¹¬	9¶Î6ÐÇ
19	97	732:1:1202|734:1:27	1:546003|6:1557|7:3904	7	Ë«×Ó¹¬	9¶Î7ÐÇ
19	98	732:1:1247|734:1:28	1:558258|6:1592|7:3992	7	Ë«×Ó¹¬	9¶Î8ÐÇ
19	99	732:1:1295|734:1:29	1:570627|6:1627|7:4080	7	Ë«×Ó¹¬	9¶Î9ÐÇ
19	100	732:1:1345|734:1:30	1:583110|6:1663|7:4169	8	Ë«×Ó¹¬	9¶Î10ÐÇ
20	0	-1	-1	0	¾ÞÐ·¹¬	0¶Î0ÐÇ
20	1	732:1:15	1:1140|6:3|7:8	0	¾ÞÐ·¹¬	0¶Î1ÐÇ
20	2	732:1:16	1:2337|6:6|7:17	0	¾ÞÐ·¹¬	0¶Î2ÐÇ
20	3	732:1:17	1:3591|6:10|7:26	0	¾ÞÐ·¹¬	0¶Î3ÐÇ
20	4	732:1:18	1:4902|6:14|7:35	0	¾ÞÐ·¹¬	0¶Î4ÐÇ
20	5	732:1:20	1:6270|6:18|7:45	0	¾ÞÐ·¹¬	0¶Î5ÐÇ
20	6	732:1:21	1:7695|6:22|7:55	0	¾ÞÐ·¹¬	0¶Î6ÐÇ
20	7	732:1:22	1:9177|6:26|7:66	0	¾ÞÐ·¹¬	0¶Î7ÐÇ
20	8	732:1:24	1:10716|6:30|7:77	0	¾ÞÐ·¹¬	0¶Î8ÐÇ
20	9	732:1:25	1:12312|6:35|7:88	0	¾ÞÐ·¹¬	0¶Î9ÐÇ
20	10	732:1:27	1:13965|6:40|7:100	0	¾ÞÐ·¹¬	0¶Î10ÐÇ
20	11	732:1:29	1:15675|6:45|7:112	0	¾ÞÐ·¹¬	1¶Î1ÐÇ
20	12	732:1:30	1:17442|6:50|7:125	0	¾ÞÐ·¹¬	1¶Î2ÐÇ
20	13	732:1:32	1:19266|6:55|7:138	0	¾ÞÐ·¹¬	1¶Î3ÐÇ
20	14	732:1:34	1:21147|6:60|7:151	0	¾ÞÐ·¹¬	1¶Î4ÐÇ
20	15	732:1:36	1:23085|6:66|7:165	0	¾ÞÐ·¹¬	1¶Î5ÐÇ
20	16	732:1:38	1:25080|6:72|7:179	0	¾ÞÐ·¹¬	1¶Î6ÐÇ
20	17	732:1:41	1:27132|6:78|7:194	0	¾ÞÐ·¹¬	1¶Î7ÐÇ
20	18	732:1:43	1:29241|6:84|7:209	0	¾ÞÐ·¹¬	1¶Î8ÐÇ
20	19	732:1:45	1:31407|6:90|7:224	0	¾ÞÐ·¹¬	1¶Î9ÐÇ
20	20	732:1:48	1:33630|6:96|7:240	0	¾ÞÐ·¹¬	1¶Î10ÐÇ
20	21	732:1:50	1:35910|6:102|7:256	0	¾ÞÐ·¹¬	2¶Î1ÐÇ
20	22	732:1:53	1:38247|6:109|7:273	0	¾ÞÐ·¹¬	2¶Î2ÐÇ
20	23	732:1:56	1:40641|6:116|7:290	0	¾ÞÐ·¹¬	2¶Î3ÐÇ
20	24	732:1:59	1:43092|6:123|7:308	0	¾ÞÐ·¹¬	2¶Î4ÐÇ
20	25	732:1:62	1:45600|6:130|7:326	0	¾ÞÐ·¹¬	2¶Î5ÐÇ
20	26	732:1:65	1:48165|6:137|7:344	0	¾ÞÐ·¹¬	2¶Î6ÐÇ
20	27	732:1:68	1:50787|6:144|7:363	0	¾ÞÐ·¹¬	2¶Î7ÐÇ
20	28	732:1:71	1:53466|6:152|7:382	0	¾ÞÐ·¹¬	2¶Î8ÐÇ
20	29	732:1:75	1:56202|6:160|7:402	0	¾ÞÐ·¹¬	2¶Î9ÐÇ
20	30	732:1:79	1:58995|6:168|7:422	0	¾ÞÐ·¹¬	2¶Î10ÐÇ
20	31	732:1:82	1:61845|6:176|7:442	1	¾ÞÐ·¹¬	3¶Î1ÐÇ
20	32	732:1:86	1:64752|6:184|7:463	1	¾ÞÐ·¹¬	3¶Î2ÐÇ
20	33	732:1:90	1:67716|6:192|7:484	1	¾ÞÐ·¹¬	3¶Î3ÐÇ
20	34	732:1:95	1:70737|6:201|7:506	1	¾ÞÐ·¹¬	3¶Î4ÐÇ
20	35	732:1:99	1:73815|6:210|7:528	1	¾ÞÐ·¹¬	3¶Î5ÐÇ
20	36	732:1:104	1:76950|6:219|7:550	1	¾ÞÐ·¹¬	3¶Î6ÐÇ
20	37	732:1:109	1:80142|6:228|7:573	1	¾ÞÐ·¹¬	3¶Î7ÐÇ
20	38	732:1:114	1:83391|6:237|7:596	1	¾ÞÐ·¹¬	3¶Î8ÐÇ
20	39	732:1:119	1:86697|6:246|7:620	1	¾ÞÐ·¹¬	3¶Î9ÐÇ
20	40	732:1:124	1:90060|6:256|7:644	1	¾ÞÐ·¹¬	3¶Î10ÐÇ
20	41	732:1:130	1:93480|6:266|7:668	2	¾ÞÐ·¹¬	4¶Î1ÐÇ
20	42	732:1:135	1:96957|6:276|7:693	2	¾ÞÐ·¹¬	4¶Î2ÐÇ
20	43	732:1:141	1:100491|6:286|7:718	2	¾ÞÐ·¹¬	4¶Î3ÐÇ
20	44	732:1:148	1:104082|6:296|7:744	2	¾ÞÐ·¹¬	4¶Î4ÐÇ
20	45	732:1:154	1:107730|6:306|7:770	2	¾ÞÐ·¹¬	4¶Î5ÐÇ
20	46	732:1:161	1:111435|6:317|7:796	2	¾ÞÐ·¹¬	4¶Î6ÐÇ
20	47	732:1:168	1:115197|6:328|7:823	2	¾ÞÐ·¹¬	4¶Î7ÐÇ
20	48	732:1:175	1:119016|6:339|7:850	2	¾ÞÐ·¹¬	4¶Î8ÐÇ
20	49	732:1:183	1:122892|6:350|7:878	2	¾ÞÐ·¹¬	4¶Î9ÐÇ
20	50	732:1:190	1:126825|6:361|7:906	2	¾ÞÐ·¹¬	4¶Î10ÐÇ
20	51	732:1:198	1:130815|6:372|7:935	3	¾ÞÐ·¹¬	5¶Î1ÐÇ
20	52	732:1:207	1:134862|6:384|7:964	3	¾ÞÐ·¹¬	5¶Î2ÐÇ
20	53	732:1:215	1:138966|6:396|7:993	3	¾ÞÐ·¹¬	5¶Î3ÐÇ
20	54	732:1:224	1:143127|6:408|7:1023	3	¾ÞÐ·¹¬	5¶Î4ÐÇ
20	55	732:1:234	1:147345|6:420|7:1053	3	¾ÞÐ·¹¬	5¶Î5ÐÇ
20	56	732:1:243	1:151620|6:432|7:1084	3	¾ÞÐ·¹¬	5¶Î6ÐÇ
20	57	732:1:253	1:155952|6:444|7:1115	3	¾ÞÐ·¹¬	5¶Î7ÐÇ
20	58	732:1:264	1:160341|6:457|7:1146	3	¾ÞÐ·¹¬	5¶Î8ÐÇ
20	59	732:1:275	1:164787|6:470|7:1178	3	¾ÞÐ·¹¬	5¶Î9ÐÇ
20	60	732:1:303	1:172710|6:493|7:1235	3	¾ÞÐ·¹¬	5¶Î10ÐÇ
20	61	732:1:291|734:1:7	1:180747|6:516|7:1292	4	¾ÞÐ·¹¬	6¶Î1ÐÇ
20	62	732:1:313|734:1:7	1:188898|6:539|7:1350	4	¾ÞÐ·¹¬	6¶Î2ÐÇ
20	63	732:1:336|734:1:7	1:197163|6:563|7:1409	4	¾ÞÐ·¹¬	6¶Î3ÐÇ
20	64	732:1:326|734:1:8	1:205542|6:587|7:1469	4	¾ÞÐ·¹¬	6¶Î4ÐÇ
20	65	732:1:351|734:1:8	1:214035|6:611|7:1530	4	¾ÞÐ·¹¬	6¶Î5ÐÇ
20	66	732:1:376|734:1:8	1:222642|6:636|7:1592	4	¾ÞÐ·¹¬	6¶Î6ÐÇ
20	67	732:1:369|734:1:9	1:231363|6:661|7:1654	4	¾ÞÐ·¹¬	6¶Î7ÐÇ
20	68	732:1:397|734:1:9	1:240198|6:686|7:1717	4	¾ÞÐ·¹¬	6¶Î8ÐÇ
20	69	732:1:425|734:1:9	1:249147|6:712|7:1781	4	¾ÞÐ·¹¬	6¶Î9ÐÇ
20	70	732:1:421|734:1:10	1:258210|6:738|7:1846	4	¾ÞÐ·¹¬	6¶Î10ÐÇ
20	71	732:1:452|734:1:10	1:267387|6:764|7:1912	5	¾ÞÐ·¹¬	7¶Î1ÐÇ
20	72	732:1:450|734:1:11	1:276678|6:790|7:1978	5	¾ÞÐ·¹¬	7¶Î2ÐÇ
20	73	732:1:483|734:1:11	1:286083|6:817|7:2045	5	¾ÞÐ·¹¬	7¶Î3ÐÇ
20	74	732:1:517|734:1:11	1:295602|6:844|7:2113	5	¾ÞÐ·¹¬	7¶Î4ÐÇ
20	75	732:1:518|734:1:12	1:305235|6:871|7:2182	5	¾ÞÐ·¹¬	7¶Î5ÐÇ
20	76	732:1:555|734:1:12	1:314982|6:899|7:2252	5	¾ÞÐ·¹¬	7¶Î6ÐÇ
20	77	732:1:559|734:1:13	1:324843|6:927|7:2323	5	¾ÞÐ·¹¬	7¶Î7ÐÇ
20	78	732:1:598|734:1:13	1:334818|6:955|7:2394	5	¾ÞÐ·¹¬	7¶Î8ÐÇ
20	79	732:1:605|734:1:14	1:344907|6:984|7:2466	5	¾ÞÐ·¹¬	7¶Î9ÐÇ
20	80	732:1:647|734:1:14	1:355110|6:1013|7:2539	5	¾ÞÐ·¹¬	7¶Î10ÐÇ
20	81	732:1:657|734:1:15	1:365427|6:1042|7:2613	6	¾ÞÐ·¹¬	8¶Î1ÐÇ
20	82	732:1:669|734:1:16	1:375858|6:1072|7:2688	6	¾ÞÐ·¹¬	8¶Î2ÐÇ
20	83	732:1:716|734:1:16	1:386403|6:1102|7:2763	6	¾ÞÐ·¹¬	8¶Î3ÐÇ
20	84	732:1:731|734:1:17	1:397062|6:1132|7:2839	6	¾ÞÐ·¹¬	8¶Î4ÐÇ
20	85	732:1:781|734:1:17	1:407835|6:1163|7:2916	6	¾ÞÐ·¹¬	8¶Î5ÐÇ
20	86	732:1:799|734:1:18	1:418722|6:1194|7:2994	6	¾ÞÐ·¹¬	8¶Î6ÐÇ
20	87	732:1:819|734:1:19	1:429723|6:1225|7:3073	6	¾ÞÐ·¹¬	8¶Î7ÐÇ
20	88	732:1:874|734:1:19	1:440838|6:1257|7:3152	6	¾ÞÐ·¹¬	8¶Î8ÐÇ
20	89	732:1:898|734:1:20	1:452067|6:1289|7:3232	6	¾ÞÐ·¹¬	8¶Î9ÐÇ
20	90	732:1:925|734:1:21	1:463410|6:1321|7:3313	6	¾ÞÐ·¹¬	8¶Î10ÐÇ
20	91	732:1:953|734:1:22	1:474867|6:1354|7:3395	7	¾ÞÐ·¹¬	9¶Î1ÐÇ
20	92	732:1:983|734:1:23	1:486438|6:1387|7:3478	7	¾ÞÐ·¹¬	9¶Î2ÐÇ
20	93	732:1:1049|734:1:23	1:498123|6:1420|7:3562	7	¾ÞÐ·¹¬	9¶Î3ÐÇ
20	94	732:1:1084|734:1:24	1:509922|6:1454|7:3646	7	¾ÞÐ·¹¬	9¶Î4ÐÇ
20	95	732:1:1121|734:1:25	1:521835|6:1488|7:3731	7	¾ÞÐ·¹¬	9¶Î5ÐÇ
