INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
40032	火焰领主★★★★	0	5000	3	0	200000	300000	2000000	3000000	300000	300000	100000	0	0	0	180	0	0	0	330	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:2410	0	201	0	0	gw147	133	zjq12	0	0	-1	0	0	1	100	0	14	0	1	63	188	无	0	1	0	4	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	14000000000	1	40032	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40033	火焰领主★★★★★	0	5200	3	0	200000	400000	2500000	3500000	400000	400000	100000	0	300000	0	180	80	80	0	410	200	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:2410	0	201	0	0	gw147	133	zjq12	0	0	-1	0	0	1	100	0	14	0	1	63	188	无	0	1	0	4	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	20000000000	1	40033	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40034	饕餮巨兽★★★★	0	3000	3	0	0	0	840000	960000	114000	128250	100000	0	0	0	180	0	0	0	150	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	131	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	6000000000	1	40022	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40035	地狱魔蛆★★★★	0	3000	3	0	0	0	1050000	1200000	120000	135000	100000	0	0	0	180	0	0	0	195	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	130	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	7800000000	1	40023	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40036	比奇哥布林★★★★	0	3000	3	0	0	0	672000	768000	108300	121837	100000	0	0	0	180	0	0	0	142	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	113	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	5700000000	1	40024	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40037	地狱骑士★★★★	0	3000	3	0	0	0	537600	614400	102885	115744	100000	0	0	0	180	0	0	0	105	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	123	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	4560000000	1	40025	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40038	典狱长★★★★	0	3000	3	0	0	0	840000	960000	114000	128250	100000	0	0	0	180	0	0	0	150	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	132	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	6000000000	1	40026	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40039	青面妖虎★★★★	0	3000	3	0	0	0	1050000	1200000	120000	135000	100000	0	0	0	180	0	0	0	195	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	141	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	7800000000	1	40027	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40040	傀儡武士★★★★	0	3000	3	0	0	0	672000	768000	108300	121837	100000	0	0	0	180	0	0	0	142	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	137	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	5700000000	1	40028	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40041	魔化暗精灵★★★★	0	3000	3	0	0	0	537600	614400	102885	115744	100000	0	0	0	180	0	0	0	105	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	129	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	4560000000	1	40029	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40042	饕餮巨兽★★★★★	0	3000	3	0	0	0	1120000	1280000	152000	171000	100000	0	0	0	180	0	0	0	200	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	131	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	8000000000	1	40022	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40043	地狱魔蛆★★★★★	0	3000	3	0	0	0	1400000	1600000	160000	180000	100000	0	0	0	180	0	0	0	260	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	130	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	10400000000	1	40023	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40044	比奇哥布林★★★★★	0	3000	3	0	0	0	896000	1024000	144400	162450	100000	0	0	0	180	0	0	0	190	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	113	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	7600000000	1	40024	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40045	地狱骑士★★★★★	0	3000	3	0	0	0	716800	819200	137180	154326	100000	0	0	0	180	0	0	0	140	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	123	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	6080000000	1	40025	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40046	典狱长★★★★★	0	3000	3	0	0	0	1120000	1280000	152000	171000	100000	0	0	0	180	0	0	0	200	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	132	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	8000000000	1	40026	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40047	青面妖虎★★★★★	0	3000	3	0	0	0	1400000	1600000	160000	180000	100000	0	0	0	180	0	0	0	260	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	141	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	10400000000	1	40027	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40048	傀儡武士★★★★★	0	3000	3	0	0	0	896000	1024000	144400	162450	100000	0	0	0	180	0	0	0	190	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	137	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	7600000000	1	40028	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40049	魔化暗精灵★★★★★	0	3000	3	0	0	0	716800	819200	137180	154326	100000	0	0	0	180	0	0	0	140	130	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	129	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	6080000000	1	40029	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
40100	★不服气打我阿★	0	99	1	10000000	0	0	2000	2000	0	0	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	60000	2401	90:0:2403|60:0:2406|30:0:2407	0	0	201	0	0	gw147	500	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	1	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	1:1	0	1	-1	-1	1	0	40000000	0	40100	0	0	0	0	0	0	0	1		0	952:1:1:1	1
40101	攻击陷阱	0	99	1	999999	1	1	1	1	1	1	1	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	1	60000	73	0	0	0	208	0	0	gw147	10078	fj022	0	0	-1	0	0	0	100	0	0	0	0	0	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	0	1:1	0	0	-1	-1	1	0	999999	0	40101	0	0	0	0	0	0	0	0		0	952:1:1:1	1
40102	防御陷阱	0	99	1	999999	1	1	1	1	1	1	1	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	1	60000	72	0	0	0	208	0	0	gw147	10078	fj022	0	0	-1	0	0	0	100	0	0	0	0	0	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	0	1:1	0	0	-1	-1	1	0	999999	0	40102	0	0	0	0	0	0	0	0		0	952:1:1:1	1
40103	加速陷阱	0	99	1	999999	1	1	1	1	1	1	1	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	1	60000	71	0	0	0	208	0	0	gw147	10078	fj022	0	0	-1	0	0	0	100	0	0	0	0	0	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	0	1:1	0	0	-1	-1	1	0	999999	0	40103	0	0	0	0	0	0	0	0		0	952:1:1:1	1
50000	白色恶猪★	0	1000	2	30000000	0	0	19000	19000	18000	18000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1015	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	8000000000	1	50000	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50001	公会小猪	0	1000	2	30000000	0	0	3000	3000	3000	3000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	13	0	0	gw147	1017	zjg21	0	0	-1	0	0	0	100	0	0	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	120000000	0	50001	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50002	白色恶猪★★	0	1000	2	30000000	0	0	38000	38000	33000	33000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1015	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	12000000000	1	50002	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50003	白色恶猪★★★	0	1000	2	30000000	0	0	75000	75000	60000	60000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1015	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	16400000000	1	50003	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50004	白色恶猪★★★★	0	1000	2	30000000	0	0	150000	150000	108000	108000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1015	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	21200000000	1	50004	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50005	白色恶猪★★★★★	0	1000	2	30000000	0	0	300000	300000	194000	194000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1015	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	26400000000	1	50005	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50006	白色恶猪★★★★★★	0	1000	2	30000000	0	0	500000	600000	350000	350000	1000	0	0	0	180	0	0	0	0	10000	0	0	0	0	0	0	20	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	1015	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	100:180	0	1	-1	-1	1	0	32400000000	1	50006	0	0	0	0	0	0	0	0		0	952:1:4:1	1
50007	地狱魔蛆★★★★	0	3000	3	0	0	0	1050000	1200000	160000	180000	100000	0	0	0	180	0	0	0	195	80	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2519	0	100:0:3210	0	201	0	0	gw147	130	zjq12	0	0	-1	0	0	1	100	0	12	0	1	63	188	无	0	1	0	2	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	8000000000	1	40023	0	0	0	0	0	0	0	0		0	952:1:30:1	1
51001	深渊魔兵★	0	1200	1	0	0	0	100000	100000	50000	50000	1000	0	0	0	180	0	0	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	0	0	201	0	0	gw147	102	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	200000000	0	51001	15	0	0	0	0	0	0	0		0	952:1:5:1	1
51002	深渊魔兵★★	0	1300	1	0	0	0	150000	150000	60000	60000	1000	0	0	0	180	0	0	0	1	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	0	0	201	0	0	gw147	102	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	320000000	0	51002	20	0	0	0	0	0	0	0		0	952:1:5:1	1
51003	深渊魔兵★★★	0	1400	1	0	0	0	230000	230000	72000	72000	1000	0	0	0	180	0	0	0	2	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	0	0	201	0	0	gw147	102	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	480000000	0	51003	25	0	0	0	0	0	0	0		0	952:1:6:1	1
51004	深渊魔兵★★★★	0	1500	1	0	0	0	340000	340000	86000	86000	1000	0	0	0	180	0	0	0	2	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	0	0	201	0	0	gw147	102	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	600000000	0	51004	30	0	0	0	0	0	0	0		0	952:1:6:1	1
51005	深渊魔兵★★★★★	0	1600	1	0	0	0	510000	510000	104000	104000	1000	0	0	0	180	0	0	0	3	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	0	0	201	0	0	gw147	102	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	800000000	0	51005	35	0	0	0	0	0	0	0		0	952:1:8:1	1
52001	巡逻巨士★	0	1600	1	0	0	0	130000	130000	65000	65000	1000	0	0	0	180	0	0	0	5	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	100:0:361	0	201	0	0	gw147	124	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	800000000	0	52001	150	0	0	0	0	0	0	0		0	952:1:8:1	1
52002	巡逻巨士★★	0	1600	1	0	0	0	200000	200000	78000	78000	1000	0	0	0	180	0	0	0	7	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	100:0:361	0	201	0	0	gw147	124	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	1400000000	0	52001	200	0	0	0	0	0	0	0		0	952:1:8:1	1
52003	巡逻巨士★★★	0	1600	1	0	0	0	290000	290000	94000	94000	1000	0	0	0	180	0	0	0	8	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	100:0:361	0	201	0	0	gw147	124	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	2000000000	0	52001	250	0	0	0	0	0	0	0		0	952:1:8:1	1
52004	巡逻巨士★★★★	0	1600	1	0	0	0	440000	440000	112000	112000	1000	0	0	0	180	0	0	0	11	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	100:0:361	0	201	0	0	gw147	124	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	2800000000	0	52001	300	0	0	0	0	0	0	0		0	952:1:8:1	1
52005	巡逻巨士★★★★★	0	1600	1	0	0	0	660000	660000	135000	135000	1000	0	0	0	180	0	0	0	14	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	0	100:0:361	0	201	0	0	gw147	124	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	4000000000	0	52001	350	0	0	0	0	0	0	0		0	952:1:8:1	1
53001	熔岩铸造者★	0	1200	1	0	0	0	500000	500000	100000	100000	0	0	0	0	180	0	0	0	30	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	609	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	4000000000	0	51001	525	0	0	0	0	0	0	0		0	952:1:5:1	1
53002	熔岩铸造者★★	0	1300	1	0	0	0	750000	750000	300000	300000	0	0	0	0	180	0	0	0	50	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	609	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	8000000000	0	51002	700	0	0	0	0	0	0	0		0	952:1:5:1	1
53003	熔岩铸造者★★★	0	1400	1	0	0	0	1130000	1130000	450000	450000	0	0	0	0	180	0	0	0	70	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	609	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	16000000000	0	51003	875	0	0	0	0	0	0	0		0	952:1:6:1	1
53004	熔岩铸造者★★★★	0	1500	1	0	0	0	1690000	1690000	600000	600000	0	0	0	0	180	0	0	0	100	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	609	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	32000000000	0	51004	1050	0	0	0	0	0	0	0		0	952:1:6:1	1
53005	熔岩铸造者★★★★★	0	1600	1	0	0	0	2530000	2530000	800000	800000	0	0	0	0	180	0	0	0	150	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	609	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	64000000000	0	51005	1225	0	0	0	0	0	0	0		0	952:1:8:1	1
54001	地心火巨兽★	0	1200	1	0	0	0	500000	500000	100000	100000	1000	0	0	0	180	0	0	0	40	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	607	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	6000000000	0	51001	525	0	0	0	0	0	0	0		0	952:1:5:1	1
54002	地心火巨兽★★	0	1300	1	0	0	0	750000	750000	300000	300000	1000	0	0	0	180	0	0	0	60	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	607	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	12000000000	0	51002	700	0	0	0	0	0	0	0		0	952:1:5:1	1
54003	地心火巨兽★★★	0	1400	1	0	0	0	1130000	1130000	450000	450000	1000	0	0	0	180	0	0	0	90	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	607	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	24000000000	0	51003	875	0	0	0	0	0	0	0		0	952:1:6:1	1
54004	地心火巨兽★★★★	0	1500	1	0	0	0	1690000	1690000	600000	600000	1000	0	0	0	180	0	0	0	140	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	607	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	48000000000	0	51004	1050	0	0	0	0	0	0	0		0	952:1:6:1	1
54005	地心火巨兽★★★★★	0	1600	1	0	0	0	2530000	2530000	800000	800000	1000	0	0	0	180	0	0	0	200	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2519	70:50:2408	100:0:2410	0	201	0	0	gw147	607	zjg21	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	0	0	-1	-1	1	0	96000000000	0	51005	1225	0	0	0	0	0	0	0		0	952:1:8:1	1
