INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT
3583	鬼影爪Lv3	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	322	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3584	鬼影爪Lv4	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	323	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3585	鬼影爪Lv5	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	324	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3586	鬼影爪Lv6	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	325	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3587	鬼影爪Lv7	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	326	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3588	鬼影爪Lv8	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	327	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3589	鬼影爪Lv9	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	328	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3590	鬼影爪Lv10	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	329	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3601	圣体盾Lv1	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	300	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3602	圣体盾Lv2	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	301	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3603	圣体盾Lv3	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	302	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3604	圣体盾Lv4	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	303	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3605	圣体盾Lv5	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	304	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3606	圣体盾Lv6	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	305	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3607	圣体盾Lv7	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	306	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3608	圣体盾Lv8	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	307	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3609	圣体盾Lv9	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	308	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3610	圣体盾Lv10	3601	3601	0	0	0	0	0	1	1	1	0	0	1000	0	0	0	1000	400	0	0	0	0	0	0	100	309	400	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	1	7	mofadun	0	0	0	5:0	0	0	400	0	0	0	0	0
3621	飞天一剑Lv1	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	20000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3622	飞天一剑Lv2	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	20200	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3623	飞天一剑Lv3	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	20400	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3624	飞天一剑Lv4	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	21000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3625	飞天一剑Lv5	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	21200	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3626	飞天一剑Lv6	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	21400	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3627	飞天一剑Lv7	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	22000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3628	飞天一剑Lv8	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	22600	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3629	飞天一剑Lv9	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	23200	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3630	飞天一剑Lv10	3621	3621	1	0	3	2	1	2	4	0	0	-1	1000	-1	-1	1	20000	400	0	0	0	1	24000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6505	6203	0	1	9	shengguangzhichui	1	3	2	5:0	0	1	400	0	0	1	1	1
3641	开天斩Lv1	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	30000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3642	开天斩Lv2	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	30300	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3643	开天斩Lv3	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	30600	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3644	开天斩Lv4	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	31500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3645	开天斩Lv5	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	31800	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3646	开天斩Lv6	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	32100	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3647	开天斩Lv7	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	33000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3648	开天斩Lv8	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	33900	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3649	开天斩Lv9	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	34800	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3650	开天斩Lv10	3641	3641	1	0	4	2	1	2	4	0	0	-1	1000	-1	-1	1	30000	400	0	0	0	1	36000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6506	6203	0	1	7	PuGong	1	4	2	5:0	0	1	400	0	0	1	1	1
3661	神威LV1	3661	3661	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	0	7	0	0	0	0	5:0	0	0	0	0	0	0	0	0
3662	神威LV2	3661	3661	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	0	7	0	0	0	0	5:0	0	0	0	0	0	0	0	0
3663	神威LV3	3661	3661	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	0	7	0	0	0	0	5:0	0	0	0	0	0	0	0	0
3664	神威LV4	3661	3661	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	0	0	0	0	7	0	0	0	0	5:0	0	0	0	0	0	0	0	0
3901	鲲灵护体lv1	3901	3901	1	0	0	0	0	1	1	1	0	0	1000	-1	-1	1	120000	0	0	0	0	0	0	0	100	11070	0	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	xianzuzhihun	0	3	2	5:0	0	0	0	0	0	0	0	0
3902	鲲灵护体lv2	3901	3901	1	0	0	0	0	1	1	1	0	0	1000	-1	-1	1	90000	0	0	0	0	0	0	0	100	11071	0	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	xianzuzhihun	0	3	2	5:0	0	0	0	0	0	0	0	0
3903	鲲灵护体lv3	3901	3901	1	0	0	0	0	1	1	1	0	0	1000	-1	-1	1	90000	0	0	0	0	0	0	0	100	11072	0	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	xianzuzhihun	0	3	2	5:0	0	0	0	0	0	0	0	0
3904	鲲灵护体lv4	3901	3901	1	0	0	0	0	1	1	1	0	0	1000	-1	-1	1	60000	0	0	0	0	0	0	0	100	11073	0	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	xianzuzhihun	0	3	2	5:0	0	0	0	0	0	0	0	0
3905	鲲灵护体lv5	3901	3901	1	0	0	0	0	1	1	1	0	0	1000	-1	-1	1	60000	0	0	0	0	0	0	0	100	11074	0	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	xianzuzhihun	0	3	2	5:0	0	0	0	0	0	0	0	0
4001	吞噬Lv1	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	20000000	0	0	0
4002	吞噬Lv2	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	30000000	0	0	0
4003	吞噬Lv3	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	40000000	0	0	0
4004	吞噬Lv4	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	50000000	0	0	0
4005	吞噬Lv5	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	60000000	0	0	0
4006	吞噬Lv6	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	70000000	0	0	0
4007	吞噬Lv7	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	80000000	0	0	0
4008	吞噬Lv8	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	90000000	0	0	0
4009	吞噬Lv9	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	100000000	0	0	0
4010	吞噬Lv10	4001	4001	1	0	15	1	1	0	0	0	22	-1	1000	-1	-1	1	180000	0	0	0	0	7	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	2	0	6510	0	0	0	0	shengguangzhichui	2	8	2	5:0	0	0	0	0	120000000	0	0	0
5001	魔神之锤Lv1	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	120000	0	0	0	0	1	0	0	20	203	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
5002	魔神之锤Lv2	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	110000	0	0	0	0	1	0	0	25	204	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
5003	魔神之锤Lv3	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	100000	0	0	0	0	1	0	0	30	205	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
5004	魔神之锤Lv4	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	90000	0	0	0	0	1	0	0	35	206	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
5005	魔神之锤Lv5	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	85000	0	0	0	0	1	0	0	40	207	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
5006	魔神之锤Lv6	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	80000	0	0	0	0	1	0	0	45	239	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
5007	魔神之锤Lv7	5001	5001	1	0	15	1	1	0	1	0	22	-1	1000	-1	-1	1	75000	0	0	0	0	1	0	0	50	240	400	0	-1	-1	-1	-1	-1	0	2	0	6515	0	0	0	3	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	0	0
6001	日圆诀Lv1	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6002	日圆诀Lv2	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6003	日圆诀Lv3	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6004	日圆诀Lv4	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6005	日圆诀Lv5	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6006	日圆诀Lv6	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6007	日圆诀Lv7	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6008	日圆诀Lv8	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6009	日圆诀Lv9	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6010	日圆诀Lv10	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6011	日圆诀Lv11	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6012	日圆诀Lv12	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6013	日圆诀Lv13	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6014	日圆诀Lv14	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6015	日圆诀Lv15	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6016	日圆诀Lv16	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6017	日圆诀Lv17	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6018	日圆诀Lv18	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6019	日圆诀Lv19	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6020	日圆诀Lv20	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6021	日圆诀Lv21	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6022	日圆诀Lv22	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6023	日圆诀Lv23	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6024	日圆诀Lv24	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6025	日圆诀Lv25	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6026	日圆诀Lv26	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6027	日圆诀Lv27	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6028	日圆诀Lv28	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6029	日圆诀Lv29	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6030	日圆诀Lv30	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6031	日圆诀Lv31	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6032	日圆诀Lv32	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6033	日圆诀Lv33	6001	6001	1	5	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	900	0	1	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6517	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
