INT	STRING	STRING	STRING	STRING
518	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
519	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
520	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
521	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
522	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
523	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
524	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
525	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
526	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
527	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
528	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
529	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
530	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
531	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
532	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
533	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
534	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
535	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
536	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
537	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
538	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
539	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
540	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
541	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
542	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
543	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
544	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
545	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
546	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
547	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
548	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
549	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
550	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
551	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
552	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
553	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
554	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
555	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
556	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
557	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
558	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
559	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
560	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
561	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
562	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
563	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
564	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
565	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
566	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
567	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
568	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
569	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
570	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
571	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
572	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
573	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
574	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
575	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
576	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
577	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
578	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
579	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
580	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
581	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
582	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
583	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
584	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
585	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
586	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
587	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
588	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
589	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
590	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
591	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
592	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
593	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
594	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
595	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
596	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
597	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
598	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
599	304:1:1	2012|2013|2014|2015	星空回廊1层:(500级)|星空回廊2层:(530级)|秦皇地宫1层:(550级)|秦皇地宫2层:(580级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
600	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
601	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
602	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
603	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
604	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
605	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
606	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
607	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
608	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
609	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
610	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
611	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
612	305:1:1	2016|2017|2018|2019	雷霆广场1层:(600级)|雷霆广场2层:(630级)|炼狱回廊1层:(650级)|炼狱回廊2层:(680级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
