INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT
2867	2861	0	7	火凤转生Lv7	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:1128|9:0:1026	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2868	2861	0	8	火凤转生Lv8	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:1253|9:0:1139	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2869	2861	0	9	火凤转生Lv9	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:1377|9:0:1251	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2870	2861	0	10	火凤转生Lv10	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:1625|9:0:1477	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3001	3001	0	1	骨毒Lv1	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3002	3001	0	2	骨毒Lv2	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1152	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3003	3001	0	3	骨毒Lv3	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1248	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3004	3001	0	4	骨毒Lv4	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1344	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3005	3001	0	5	骨毒Lv5	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1440	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3006	3001	0	6	骨毒Lv6	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1648	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3007	3001	0	7	骨毒Lv7	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1744	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3008	3001	0	8	骨毒Lv8	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1840	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3009	3001	0	9	骨毒Lv9	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1936	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3010	3001	0	10	骨毒Lv10	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	2128	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3021	3021	0	1	虚弱诅咒Lv1	基础伤害降低，持续10秒	0	0	10000	0	4:0:218|5:-20:218	50	7	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3022	3021	0	2	虚弱诅咒Lv2	基础伤害降低，持续10秒	0	0	10000	0	4:0:326|5:-40:326	50	11	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3023	3021	0	3	虚弱诅咒Lv3	基础伤害降低，持续10秒	0	0	10000	0	4:0:435|5:-50:435	50	14	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3024	3021	0	4	虚弱诅咒Lv4	基础伤害降低，持续10秒	0	0	10000	0	4:0:544|5:-60:544	50	17	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3025	3021	0	5	虚弱诅咒Lv5	基础伤害降低，持续10秒	0	0	10000	0	4:0:653|5:-70:653	50	21	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3026	3021	0	6	虚弱诅咒Lv6	基础伤害降低，持续10秒	0	0	10000	0	4:0:871|5:-90:871	50	24	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3027	3021	0	7	虚弱诅咒Lv7	基础伤害降低，持续10秒	0	0	10000	0	4:0:979|5:-100:979	50	28	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3028	3021	0	8	虚弱诅咒Lv8	基础伤害降低，持续10秒	0	0	10000	0	4:0:1088|5:-110:1088	50	31	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3029	3021	0	9	虚弱诅咒Lv9	基础伤害降低，持续10秒	0	0	10000	0	4:0:1197|5:-130:1197	50	35	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3030	3021	0	10	虚弱诅咒Lv10	基础伤害降低，持续10秒	0	0	10000	0	4:0:1415|5:-150:1415	50	38	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3041	3041	0	1	毒素Lv1	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3042	3041	0	2	毒素Lv2	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1152	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3043	3041	0	3	毒素Lv3	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1248	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3044	3041	0	4	毒素Lv4	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1344	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3045	3041	0	5	毒素Lv5	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1440	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3046	3041	0	6	毒素Lv6	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1648	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3047	3041	0	7	毒素Lv7	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1744	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3048	3041	0	8	毒素Lv8	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1840	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3049	3041	0	9	毒素Lv9	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	1936	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3050	3041	0	10	毒素Lv10	受到毒素伤害，持续5秒	0	114	5000	1000	0	50	1	0	1	2128	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3101	3101	0	1	死亡领主Lv1	毒素加成提升	1	0	1800000	0	17:0:25	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3102	3101	0	2	死亡领主Lv2	毒素加成提升	1	0	1800000	0	17:0:51	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3103	3101	0	3	死亡领主Lv3	毒素加成提升	1	0	1800000	0	17:0:63	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3104	3101	0	4	死亡领主Lv4	毒素加成提升	1	0	1800000	0	17:0:76	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3105	3101	0	5	死亡领主Lv5	毒素加成提升	1	0	1800000	0	17:0:89	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3106	3101	0	6	死亡领主Lv6	毒素加成提升	1	0	1800000	0	17:0:101	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3107	3101	0	7	死亡领主Lv7	毒素加成提升	1	0	1800000	0	17:0:114	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3108	3101	0	8	死亡领主Lv8	毒素加成提升	1	0	1800000	0	17:0:139	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3109	3101	0	9	死亡领主Lv9	毒素加成提升	1	0	1800000	0	17:0:152	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3110	3101	0	10	死亡领主Lv10	毒素加成提升	1	0	1800000	0	17:0:165	50	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
3201	3201	0	1	破甲Lv1	被飞刃命中，防御降低，持续10秒	0	107	10000	0	6:0:-700	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3202	3201	0	2	破甲Lv2	被飞刃命中，防御降低，持续11秒	0	107	10000	0	6:0:-1000	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3203	3201	0	3	破甲Lv3	被飞刃命中，防御降低，持续12秒	0	107	10000	0	6:0:-1300	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3204	3201	0	4	破甲Lv4	被飞刃命中，防御降低，持续13秒	0	107	10000	0	6:0:-1600	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3205	3201	0	5	破甲Lv5	被飞刃命中，防御降低，持续14秒	0	107	10000	0	6:0:-1900	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3206	3201	0	6	破甲Lv6	被飞刃命中，防御降低，持续15秒	0	107	10000	0	6:0:-2200	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3207	3201	0	7	破甲Lv7	被飞刃命中，防御降低，持续16秒	0	107	10000	0	6:0:-2500	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3208	3201	0	8	破甲Lv8	被飞刃命中，防御降低，持续17秒	0	107	10000	0	6:0:-2900	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3209	3201	0	9	破甲Lv9	被飞刃命中，防御降低，持续18秒	0	107	10000	0	6:0:-3200	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3210	3201	0	10	破甲Lv10	被飞刃命中，防御降低，持续19秒	0	107	10000	0	6:0:-3500	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3221	3221	0	1	粘性炸弹Lv1	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	3960	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3222	3221	0	2	粘性炸弹Lv2	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	4320	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3223	3221	0	3	粘性炸弹Lv3	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	4680	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3224	3221	0	4	粘性炸弹Lv4	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	5040	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3225	3221	0	5	粘性炸弹Lv5	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	5400	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3226	3221	0	6	粘性炸弹Lv6	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	6180	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3227	3221	0	7	粘性炸弹Lv7	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	6540	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3228	3221	0	8	粘性炸弹Lv8	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	6900	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3229	3221	0	9	粘性炸弹Lv9	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	7260	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3230	3221	0	10	粘性炸弹Lv10	一颗大炸弹，5秒钟后爆炸！快想想办法…	0	111	5100	5000	0	50	1	0	1	7980	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3241	3241	0	1	生存专家Lv1	提升移动速度，持续3秒	1	0	3000	0	33:0:-4	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3242	3241	0	2	生存专家Lv2	提升移动速度，持续3秒	1	0	3000	0	33:0:-7	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3243	3241	0	3	生存专家Lv3	提升移动速度，持续3秒	1	0	3000	0	33:0:-9	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3244	3241	0	4	生存专家Lv4	提升移动速度，持续3秒	1	0	3000	0	33:0:-11	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3245	3241	0	5	生存专家Lv5	提升移动速度，持续3秒	1	0	3000	0	33:0:-13	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3246	3241	0	6	生存专家Lv6	提升移动速度，持续3秒	1	0	3000	0	33:0:-16	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3247	3241	0	7	生存专家Lv7	提升移动速度，持续3秒	1	0	3000	0	33:0:-18	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3248	3241	0	8	生存专家Lv8	提升移动速度，持续3秒	1	0	3000	0	33:0:-22	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3249	3241	0	9	生存专家Lv9	提升移动速度，持续3秒	1	0	3000	0	33:0:-23	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3250	3241	0	10	生存专家Lv10	提升移动速度，持续3秒	1	0	3000	0	33:0:-27	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3261	3261	0	1	致残Lv1	降低移动速度，持续5秒	0	0	5000	0	33:0:-5	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3262	3261	0	2	致残Lv2	降低移动速度，持续5秒	0	0	5000	0	33:0:-8	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3263	3261	0	3	致残Lv3	降低移动速度，持续5秒	0	0	5000	0	33:0:-11	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3264	3261	0	4	致残Lv4	降低移动速度，持续5秒	0	0	5000	0	33:0:-13	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3265	3261	0	5	致残Lv5	降低移动速度，持续5秒	0	0	5000	0	33:0:-16	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3266	3261	0	6	致残Lv6	降低移动速度，持续5秒	0	0	5000	0	33:0:-19	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3267	3261	0	7	致残Lv7	降低移动速度，持续5秒	0	0	5000	0	33:0:-22	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3268	3261	0	8	致残Lv8	降低移动速度，持续5秒	0	0	5000	0	33:0:-26	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3269	3261	0	9	致残Lv9	降低移动速度，持续5秒	0	0	5000	0	33:0:-28	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3270	3261	0	10	致残Lv10	降低移动速度，持续5秒	0	0	5000	0	33:0:-32	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3401	3401	1	1	内伤Lv1	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	1760	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3402	3401	1	2	内伤Lv2	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	1920	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3403	3401	1	3	内伤Lv3	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	2080	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3404	3401	1	4	内伤Lv4	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	2240	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3405	3401	1	5	内伤Lv5	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	2400	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3406	3401	1	6	内伤Lv6	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	2747	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3407	3401	1	7	内伤Lv7	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	2907	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3408	3401	1	8	内伤Lv8	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	3067	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3409	3401	1	9	内伤Lv9	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	3227	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3410	3401	1	10	内伤Lv10	受到内伤，3秒后受到额外伤害	0	0	3100	3000	0	50	0	0	1	3547	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3421	3421	1	1	风从虎Lv1	虎虎虎！	1	0	5000	0	34:0:24	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3422	3421	1	2	风从虎Lv2	虎虎虎！	1	0	5000	0	34:0:35	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3423	3421	1	3	风从虎Lv3	虎虎虎！	1	0	5000	0	34:0:47	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3424	3421	1	4	风从虎Lv4	虎虎虎！	1	0	5000	0	34:0:58	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3425	3421	1	5	风从虎Lv5	虎虎虎！	1	0	5000	0	34:0:70	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3426	3421	1	6	风从虎Lv6	虎虎虎！	1	0	5000	0	34:0:92	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3427	3421	1	7	风从虎Lv7	虎虎虎！	1	0	5000	0	34:0:104	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3428	3421	1	8	风从虎Lv8	虎虎虎！	1	0	5000	0	34:0:115	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3429	3421	1	9	风从虎Lv9	虎虎虎！	1	0	5000	0	34:0:127	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3430	3421	1	10	风从虎Lv10	虎虎虎！	1	0	5000	0	34:0:149	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3441	3441	0	1	心眼Lv1	我看见你了！	1	0	10000	0	20:0:22	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3442	3441	0	2	心眼Lv2	我看见你了！	1	0	10000	0	20:0:32	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3443	3441	0	3	心眼Lv3	我看见你了！	1	0	10000	0	20:0:42	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3444	3441	0	4	心眼Lv4	我看见你了！	1	0	10000	0	20:0:52	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3445	3441	0	5	心眼Lv5	我看见你了！	1	0	10000	0	20:0:63	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3446	3441	0	6	心眼Lv6	我看见你了！	1	0	10000	0	20:0:83	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3447	3441	0	7	心眼Lv7	我看见你了！	1	0	10000	0	20:0:93	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3448	3441	0	8	心眼Lv8	我看见你了！	1	0	10000	0	20:0:104	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3449	3441	0	9	心眼Lv9	我看见你了！	1	0	10000	0	20:0:114	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3450	3441	0	10	心眼Lv10	我看见你了！	1	0	10000	0	20:0:134	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3461	3461	1	1	龙之缚Lv1	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-4	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3462	3461	1	2	龙之缚Lv2	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-7	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3463	3461	1	3	龙之缚Lv3	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-9	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3464	3461	1	4	龙之缚Lv4	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-11	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3465	3461	1	5	龙之缚Lv5	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-13	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3466	3461	1	6	龙之缚Lv6	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-16	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3467	3461	1	7	龙之缚Lv7	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-18	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3468	3461	1	8	龙之缚Lv8	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-22	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3469	3461	1	9	龙之缚Lv9	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-23	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3470	3461	1	10	龙之缚Lv10	被龙之力量束缚，移动速度降低	0	0	5000	0	33:0:-27	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3481	3481	1	1	内力护盾Lv1	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	2	0	0	1	0	-1	-1	-1	-1	0
3482	3481	1	2	内力护盾Lv2	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	3	0	0	1	0	-1	-1	-1	-1	0
3483	3481	1	3	内力护盾Lv3	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	4	0	0	1	0	-1	-1	-1	-1	0
3484	3481	1	4	内力护盾Lv4	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	5	0	0	1	0	-1	-1	-1	-1	0
3485	3481	1	5	内力护盾Lv5	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	6	0	0	1	0	-1	-1	-1	-1	0
3486	3481	1	6	内力护盾Lv6	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	7	0	0	1	0	-1	-1	-1	-1	0
3487	3481	1	7	内力护盾Lv7	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	8	0	0	1	0	-1	-1	-1	-1	0
3488	3481	1	8	内力护盾Lv8	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	9	0	0	1	0	-1	-1	-1	-1	0
3489	3481	1	9	内力护盾Lv9	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	10	0	0	1	0	-1	-1	-1	-1	0
3490	3481	1	10	内力护盾Lv10	吸收伤害	1	110	5000	0	0	50	1	0	1	0	0	0	0	0	11	0	0	1	0	-1	-1	-1	-1	0
3501	3501	1	1	凤炎Lv1	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3502	3501	1	2	凤炎Lv2	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1136	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3503	3501	1	3	凤炎Lv3	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1232	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3504	3501	1	4	凤炎Lv4	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1328	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3505	3501	1	5	凤炎Lv5	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1424	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3506	3501	1	6	凤炎Lv6	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1600	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3507	3501	1	7	凤炎Lv7	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1696	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3508	3501	1	8	凤炎Lv8	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1792	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3509	3501	1	9	凤炎Lv9	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	1872	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3510	3501	1	10	凤炎Lv10	被凤炎点燃，受到火焰伤害，持续5秒	0	113	5000	1000	0	50	1	0	1	2064	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
3601	3601	1	1	阴影标记Lv1	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-79	50	1	0	1	528	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3602	3601	1	2	阴影标记Lv2	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-117	50	1	0	1	568	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3603	3601	1	3	阴影标记Lv3	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-154	50	1	0	1	616	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3604	3601	1	4	阴影标记Lv4	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-192	50	1	0	1	664	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3605	3601	1	5	阴影标记Lv5	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-229	50	1	0	1	712	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3606	3601	1	6	阴影标记Lv6	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-305	50	1	0	1	800	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
3607	3601	1	7	阴影标记Lv7	被阴影标记，物理抵抗降低，持续10秒	0	0	10000	0	7:0:-342	50	1	0	1	848	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
