INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
51074	轮回塔74层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51075	轮回塔75层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51076	轮回塔76层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51077	轮回塔77层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51078	轮回塔78层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51079	轮回塔79层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51080	轮回塔80层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51081	轮回塔81层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51082	轮回塔82层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51083	轮回塔83层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51084	轮回塔84层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51085	轮回塔85层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51086	轮回塔86层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51087	轮回塔87层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51088	轮回塔88层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51089	轮回塔89层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51090	轮回塔90层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51091	轮回塔91层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51092	轮回塔92层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51093	轮回塔93层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51094	轮回塔94层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51095	轮回塔95层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51096	轮回塔96层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51097	轮回塔97层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51098	轮回塔98层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51099	轮回塔99层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51100	轮回塔100层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
60001	魅影之战	2	0	6288	4794	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50039	50039	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50039	2	4096	2048	0	0	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	60001	0	1	0	-1	-1	1	-1
60002	九幽野望	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50200	50200	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50200	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	60002	0	1	0	-1	-1	1	-1
60003	深藏地底的秘密	2	0	6000	4488	20001	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50095	50095	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50095	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	60003	0	1	0	-1	-1	1	-1
60006	圣域皇城	2	0	8064	4794	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50129	50129	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50129	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	1	1	-1	60006	0	1	0	-1	-1	1	-1
60007	帝国宝藏1层	2	0	2400	1768	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60007	60007	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	60007	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60007	0	1	0	-1	-1	1	-1
60008	强盗藏匿地	2	0	6000	4488	60001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50040	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60008	0	1	0	-1	-1	1	-1
60009	强盗藏匿地	2	0	6000	4488	60002	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50040	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60009	0	1	0	-1	-1	1	-1
60010	强盗藏匿地	2	0	6000	4488	60003	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50040	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60010	0	1	0	-1	-1	1	-1
60014	帝国宝藏2层	2	0	2400	1768	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60007	60007	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	60007	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60014	0	1	0	-1	-1	1	-1
60015	帝国宝藏3层	2	0	2400	1768	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60007	60007	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	60007	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60015	0	1	0	-1	-1	1	-1
60016	异界空间	2	0	2976	2380	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60016	60016	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	60016	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60016	0	1	0	-1	-1	1	-1
60017	魔宫试炼	2	0	2976	2074	20001	0	0	0	0	1	210	9999	0	0	1	1	476	334	1002	60017	60017	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	60017	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60017	0	1	0	-1	-1	1	-1
60018	星脉秘境	4	17	12000	11968	20001	0	0	0	0	1	1	9999	0	0	1	1	380	380	1002	60018	60018	3	0	2	0	230	2	-1	1	1	0	0	1:1	10	0	0	2	1	60018	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60018	0	1	0	-1	-1	0	-1
60019	帝国宝藏·灵羽	2	0	2400	1768	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60007	60007	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	60007	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60019	0	1	0	-1	-1	1	-1
60020	藏匿地·灵羽	2	0	6000	4488	60001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	0	1:1	5	0	1	1	1	50040	2	0	0	0	0	1002	10000	0	-1	0	0	1	-1	1	1	1	-1	60020	0	1	0	-1	-1	1	-1
60021	王权之塔一层	4	20	6000	4182	70019	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60021	60021	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60021	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60021	0	1	0	-1	-1	0	-1
60022	王权之塔二层	4	20	6000	4182	70020	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60021	60021	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60021	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60021	0	1	0	-1	-1	0	-1
60023	王权之塔三层	4	20	6000	4182	70021	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60021	60021	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60021	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60021	0	1	0	-1	-1	0	-1
60024	王权之塔四层	4	20	6000	4182	70022	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60021	60021	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60021	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60021	0	1	0	-1	-1	0	-1
60025	王权之塔五层	4	20	4800	3400	70023	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60025	60025	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60025	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60025	0	1	0	-1	-1	0	-1
60026	王权之塔六层	4	20	4800	3400	70024	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60025	60025	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60025	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60025	0	1	0	-1	-1	0	-1
60027	王权之塔七层	4	20	4800	3400	70025	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60025	60025	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60025	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60025	0	1	0	-1	-1	0	-1
60028	王权之塔八层	4	20	4800	3400	70026	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60025	60025	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60025	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60025	0	1	0	-1	-1	0	-1
60029	王权之塔九层	4	20	2976	2380	70027	1	0	0	0	1	1	9999	0	0	1	1	475	333	1002	60029	60029	3	0	2	0	230	2	-1	1	1	0	0	1:1	0	0	0	2	1	60029	2	0	0	0	0	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	60029	0	1	0	-1	-1	0	-1
60031	跨服·圣域皇城	4	31	8064	4794	72001	7	0	0	0	1	350	9999	0	0	1	1	475	333	1002	60031	60031	3	0	2	0	230	2	-1	1	1	0	0	-1	10	0	1	2	1	60031	2	0	0	160	130	1002	10000	0	-1	0	0	0	-1	1	0	0	-1	60031	0	0	0	-1	-1	0	-1
60032	跨服·圣域皇宫	4	31	2976	1768	72001	7	0	0	0	1	350	9999	0	0	1	1	475	333	1002	50130	50130	3	0	2	0	230	2	-1	1	1	0	1003	-1	10	0	1	2	1	50130	2	0	0	31	31	1002	10000	0	-1	0	0	0	-1	1	0	1	-1	50130	0	0	0	-1	-1	0	-1
60100	天工熔炉	4	0	2976	2380	20001	1	0	0	0	1	305	9999	0	0	1	1	475	333	1002	60100	60100	3	0	2	0	230	3	-1	1	1	1	0	1:1	-1	0	0	1	1	60100	2	0	0	24	39	1002	10000	0	-1	0	0	0	-1	1	0	0	-1	60100	0	1	0	-1	-1	1	-1
80001	公会领地	3	0	6000	4488	70018	3	0	0	0	1	230	9999	0	0	1	1	475	333	1002	80001	80001	3	0	2	0	230	3	-1	1	1	1	0	1:1	-1	0	0	1	1	80001	2	0	0	40	53	1002	10000	0	-1	0	0	1	-1	1	0	1	-1	80001	0	1	1	-1	-1	1	-1
80002	公会矿洞	1	18	3888	2380	20001	0	0	0	0	1	230	9999	0	0	1	1	475	333	1002	80002	80002	3	0	2	0	230	2	-1	1	1	1	0	1:1	-1	0	1	1	1	80002	2	4096	2048	88	87	1002	10000	0	-1	0	0	0	31:14|24:19|27:26|19:26|14:30|19:31|26:34|19:39|21:49|25:53|14:52|34:48|38:56|42:52|46:46|50:52|54:46|61:52|65:40|66:27|59:25|61:19|67:13	0	0	1	-1	80002	0	1	0	-1	-1	1	-1
90041	跨服区域	1	0	2976	2400	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	1	2	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	0	24:39	1	0	0	-1	51000	0	1	1	-1	-1	0	-1
70001	充值副本	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	32	34	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50125	0	1	0	-1	-1	1	-1
70002	充值副本	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	32	34	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50125	0	1	0	-1	-1	1	-1
70003	充值副本	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	32	34	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50125	0	1	0	-1	-1	1	-1
70004	充值副本	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	32	34	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50125	0	1	0	-1	-1	1	-1
70005	充值副本	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	32	34	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50125	0	1	0	-1	-1	1	-1
70006	充值副本	2	0	6000	4488	20001	0	0	0	0	1	1	9999	0	0	1	1	475	333	1002	50040	50040	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50040	2	0	0	32	34	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50125	0	1	0	-1	-1	1	-1
50401	圣兽山一层	1	35	10176	8670	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50401	50401	3	0	2	0	230	1	-1	1	1	1	0	-1	30	0	1	1	1	50401	2	0	0	107	165	1002	8000	0	-1	0	0	1	60:60|33:173|180:120|170:190	1	1	0	-1	50401	0	1	1	-1	-1	-1	0
50402	圣兽山二层	1	35	10176	8670	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50401	50401	3	0	2	0	230	1	-1	1	1	1	0	-1	30	0	1	1	1	50401	2	0	0	107	165	1002	8000	0	-1	0	0	1	60:60|33:173|180:120|170:190	1	1	0	-1	50401	0	1	1	-1	-1	-1	0
50403	圣兽山三层	1	35	10176	8670	20001	0	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50401	50401	3	0	2	0	230	1	-1	1	1	1	0	-1	30	0	1	1	1	50401	2	0	0	107	165	1002	8000	0	-1	0	0	1	60:60|33:173|180:120|170:190	1	1	0	-1	50401	0	1	1	-1	-1	-1	0
50410	圣兽秘境	2	36	6000	4794	50410	1	0	0	0	1	400	9999	0	0	1	1	475	333	1002	50410	50410	3	0	2	0	230	1	-1	1	1	1	0	-1	10	0	1	1	1	50410	2	0	0	50	38	1002	10000	0	-1	0	0	0	-1	0	0	1	-1	50410	0	0	0	-1	-1	-1	0
90042	藏宝阁1层	1	0	11968	8976	20001	0	0	0	0	1	699	9999	0	0	1	1	475	333	1002	90042	90042	3	0	2	0	230	1	-1	1	1	1	1003	1:01	-1	0	0	1	1	90042	2	0	0	117	140	1002	8000	0	-1	0	13	1	115:146|116:17|217:96|40:26|236:189|214:218|47:200|105:251	1	1	1	-1	90042	0	1	0	-1	-1	1	-1
