INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING
60682	【恐·心魔】头盔 2★	62	2	6	1	3	-1	-1	5000	4:115|5:230|41:455	-1	大师的杰作	50063	50063	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:115|5:230|41:455	0		0	9999	0	0	4800	1	0	-1	-1
60683	【恐·心魔】手镯 2★	64	2	6	1	3	-1	-1	5000	4:75|5:155|6:50|7:125|41:310|42:250	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:75|5:155|6:50|7:125|41:310|42:250	0		0	9999	0	0	4800	1	0	-1	-1
60684	【恐·心魔】戒指 2★	68	2	6	1	3	-1	-1	5000	4:80|5:155|6:50|7:125|41:315|42:250	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:80|5:155|6:50|7:125|41:315|42:250	0		0	9999	0	0	4800	1	0	-1	-1
60685	【恐·心魔】腰带 2★	65	2	6	1	3	-1	-1	5000	4:65|5:135|6:100|7:250|41:270|42:505	-1	大师的杰作	50067	50067	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:65|5:135|6:100|7:250|41:270|42:505	0		0	9999	0	0	4800	1	0	-1	-1
60686	【恐·心魔】战甲 2★	63	2	6	1	3	-1	-1	100000	1:50300|4:115|5:230|6:450|7:1135|41:455|42:2260	-1	大师的杰作	50068	50068	0	0	-1	0:zhanshi21_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	5	1	-1	-1	0	1:50300|4:115|5:230|6:450|7:1135|41:455|42:2260	0		0	9999	0	0	14400	1	0	-1	-1
60687	【恐·心魔】项链 2★	67	2	6	1	3	-1	-1	5000	4:80|5:155|41:315	-1	大师的杰作	50065	50065	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:80|5:155|41:315	0		0	9999	0	0	4800	1	0	-1	-1
60688	【恐·心魔】手镯 2★	64	2	6	1	3	-1	-1	5000	4:80|5:155|8:25|41:315	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:80|5:155|8:25|41:315	0		0	9999	0	0	4800	1	0	-1	-1
60689	【恐·心魔】戒指 2★	68	2	6	1	3	-1	-1	5000	4:80|5:155|9:25|41:315	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:80|5:155|9:25|41:315	0		0	9999	0	0	4800	1	0	-1	-1
60690	【恐·心魔】靴子 2★	66	2	6	1	3	-1	-1	5000	4:65|5:135|6:100|7:250|41:270|42:505	-1	大师的杰作	50066	50066	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	5	1	-1	-1	0	4:65|5:135|6:100|7:250|41:270|42:505	0		0	9999	0	0	4800	1	0	-1	-1
60691	【恐·心魔】战剑 3★	61	3	6	1	4	-1	-1	100000	1:35100|4:705|5:1405|41:2810	-1	大师的杰作	50064	50064	0	0	-1	0:zhanshi121_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	6	1	-1	-1	0	1:35100|4:705|5:1405|41:2810	0		0	9999	0	0	25200	1	0	-1	-1
60692	【恐·心魔】头盔 3★	62	3	6	1	4	-1	-1	5000	4:160|5:320|41:635	-1	大师的杰作	50063	50063	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:160|5:320|41:635	0		0	9999	0	0	8400	1	0	-1	-1
60693	【恐·心魔】手镯 3★	64	3	6	1	4	-1	-1	5000	4:110|5:215|6:70|7:175|41:430|42:350	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:110|5:215|6:70|7:175|41:430|42:350	0		0	9999	0	0	8400	1	0	-1	-1
60694	【恐·心魔】戒指 3★	68	3	6	1	4	-1	-1	5000	4:110|5:220|6:70|7:175|41:440|42:350	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:110|5:220|6:70|7:175|41:440|42:350	0		0	9999	0	0	8400	1	0	-1	-1
60695	【恐·心魔】腰带 3★	65	3	6	1	4	-1	-1	5000	4:95|5:185|6:140|7:350|41:375|42:705	-1	大师的杰作	50067	50067	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:95|5:185|6:140|7:350|41:375|42:705	0		0	9999	0	0	8400	1	0	-1	-1
60696	【恐·心魔】战甲 3★	63	3	6	1	4	-1	-1	100000	1:70200|4:160|5:320|6:630|7:1580|41:635|42:3160	-1	大师的杰作	50068	50068	0	0	-1	0:zhanshi21_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	6	1	-1	-1	0	1:70200|4:160|5:320|6:630|7:1580|41:635|42:3160	0		0	9999	0	0	25200	1	0	-1	-1
60697	【恐·心魔】项链 3★	67	3	6	1	4	-1	-1	5000	4:110|5:220|41:440	-1	大师的杰作	50065	50065	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:110|5:220|41:440	0		0	9999	0	0	8400	1	0	-1	-1
60698	【恐·心魔】手镯 3★	64	3	6	1	4	-1	-1	5000	4:110|5:220|8:35|41:440	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:110|5:220|8:35|41:440	0		0	9999	0	0	8400	1	0	-1	-1
60699	【恐·心魔】戒指 3★	68	3	6	1	4	-1	-1	5000	4:110|5:220|9:35|41:440	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:110|5:220|9:35|41:440	0		0	9999	0	0	8400	1	0	-1	-1
60700	【恐·心魔】靴子 3★	66	3	6	1	4	-1	-1	5000	4:95|5:185|6:140|7:350|41:375|42:705	-1	大师的杰作	50066	50066	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	6	1	-1	-1	0	4:95|5:185|6:140|7:350|41:375|42:705	0		0	9999	0	0	8400	1	0	-1	-1
60701	【恐·心魔】战剑 4★	61	4	6	1	4	-1	-1	100000	1:48900|4:975|5:1960|41:3915	-1	大师的杰作	50064	50064	0	0	-1	0:zhanshi121_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	7	1	-1	-1	0	1:48900|4:975|5:1960|41:3915	0		0	9999	0	0	44400	1	0	-1	-1
60702	【恐·心魔】头盔 4★	62	4	6	1	4	-1	-1	5000	4:220|5:445|41:890	-1	大师的杰作	50063	50063	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:220|5:445|41:890	0		0	9999	0	0	14800	1	0	-1	-1
60703	【恐·心魔】手镯 4★	64	4	6	1	4	-1	-1	5000	4:150|5:300|6:100|7:245|41:600|42:490	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:150|5:300|6:100|7:245|41:600|42:490	0		0	9999	0	0	14800	1	0	-1	-1
60704	【恐·心魔】戒指 4★	68	4	6	1	4	-1	-1	5000	4:150|5:305|6:100|7:245|41:610|42:490	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:150|5:305|6:100|7:245|41:610|42:490	0		0	9999	0	0	14800	1	0	-1	-1
60705	【恐·心魔】腰带 4★	65	4	6	1	4	-1	-1	5000	4:130|5:260|6:195|7:490|41:520|42:975	-1	大师的杰作	50067	50067	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:130|5:260|6:195|7:490|41:520|42:975	0		0	9999	0	0	14800	1	0	-1	-1
60706	【恐·心魔】战甲 4★	63	4	6	1	4	-1	-1	100000	1:97800|4:220|5:445|6:880|7:2200|41:890|42:4400	-1	大师的杰作	50068	50068	0	0	-1	0:zhanshi21_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	7	1	-1	-1	0	1:97800|4:220|5:445|6:880|7:2200|41:890|42:4400	0		0	9999	0	0	44400	1	0	-1	-1
60707	【恐·心魔】项链 4★	67	4	6	1	4	-1	-1	5000	4:150|5:305|41:610	-1	大师的杰作	50065	50065	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:150|5:305|41:610	0		0	9999	0	0	14800	1	0	-1	-1
60708	【恐·心魔】手镯 4★	64	4	6	1	4	-1	-1	5000	4:150|5:305|8:49|41:610	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:150|5:305|8:49|41:610	0		0	9999	0	0	14800	1	0	-1	-1
60709	【恐·心魔】戒指 4★	68	4	6	1	4	-1	-1	5000	4:150|5:305|9:49|41:610	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:150|5:305|9:49|41:610	0		0	9999	0	0	14800	1	0	-1	-1
60710	【恐·心魔】靴子 4★	66	4	6	1	4	-1	-1	5000	4:130|5:260|6:195|7:490|41:520|42:975	-1	大师的杰作	50066	50066	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	7	1	-1	-1	0	4:130|5:260|6:195|7:490|41:520|42:975	0		0	9999	0	0	14800	1	0	-1	-1
60711	【恐·心魔】战剑 5★	61	5	6	1	5	-1	-1	100000	1:67800|4:1355|5:2715|41:5425	-1	大师的杰作	50064	50064	0	0	-1	0:zhanshi121_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	8	1	-1	-1	0	1:67800|4:1355|5:2715|41:5425	0		0	9999	0	0	77700	1	0	-1	-1
60712	【恐·心魔】头盔 5★	62	5	6	1	5	-1	-1	5000	4:310|5:615|41:1230	-1	大师的杰作	50063	50063	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:310|5:615|41:1230	0		0	9999	0	0	25900	1	0	-1	-1
60713	【恐·心魔】手镯 5★	64	5	6	1	5	-1	-1	5000	4:210|5:415|6:135|7:340|41:830|42:675	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:210|5:415|6:135|7:340|41:830|42:675	0		0	9999	0	0	25900	1	0	-1	-1
60714	【恐·心魔】戒指 5★	68	5	6	1	5	-1	-1	5000	4:210|5:425|6:135|7:340|41:845|42:675	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:210|5:425|6:135|7:340|41:845|42:675	0		0	9999	0	0	25900	1	0	-1	-1
60715	【恐·心魔】腰带 5★	65	5	6	1	5	-1	-1	5000	4:180|5:360|6:270|7:675|41:725|42:1355	-1	大师的杰作	50067	50067	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:180|5:360|6:270|7:675|41:725|42:1355	0		0	9999	0	0	25900	1	0	-1	-1
60716	【恐·心魔】战甲 5★	63	5	6	1	5	-1	-1	100000	1:135500|4:310|5:615|6:1220|7:3050|41:1230|42:6095	-1	大师的杰作	50068	50068	0	0	-1	0:zhanshi21_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	8	1	-1	-1	0	1:135500|4:310|5:615|6:1220|7:3050|41:1230|42:6095	0		0	9999	0	0	77700	1	0	-1	-1
60717	【恐·心魔】项链 5★	67	5	6	1	5	-1	-1	5000	4:210|5:425|41:845	-1	大师的杰作	50065	50065	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:210|5:425|41:845	0		0	9999	0	0	25900	1	0	-1	-1
60718	【恐·心魔】手镯 5★	64	5	6	1	5	-1	-1	5000	4:210|5:425|8:68|41:845	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:210|5:425|8:68|41:845	0		0	9999	0	0	25900	1	0	-1	-1
60719	【恐·心魔】戒指 5★	68	5	6	1	5	-1	-1	5000	4:210|5:425|9:68|41:845	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:210|5:425|9:68|41:845	0		0	9999	0	0	25900	1	0	-1	-1
60720	【恐·心魔】靴子 5★	66	5	6	1	5	-1	-1	5000	4:180|5:360|6:270|7:675|41:725|42:1355	-1	大师的杰作	50066	50066	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	8	1	-1	-1	0	4:180|5:360|6:270|7:675|41:725|42:1355	0		0	9999	0	0	25900	1	0	-1	-1
60721	【恐·心魔】战剑 6★	61	6	6	1	5	-1	-1	100000	1:93400|4:1870|5:3740|41:7485	-1	大师的杰作	50064	50064	0	0	-1	0:zhanshi121_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_hong	0	9	1	-1	-1	0	1:93400|4:1870|5:3740|41:7485	0		0	9999	0	0	135600	1	0	-1	-1
60722	【恐·心魔】头盔 6★	62	6	6	1	5	-1	-1	5000	4:425|5:850|41:1695	-1	大师的杰作	50063	50063	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	9	1	-1	-1	0	4:425|5:850|41:1695	0		0	9999	0	0	45200	1	0	-1	-1
60723	【恐·心魔】手镯 6★	64	6	6	1	5	-1	-1	5000	4:285|5:575|6:185|7:465|41:1150|42:935	-1	大师的杰作	50062	50062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	9	1	-1	-1	0	4:285|5:575|6:185|7:465|41:1150|42:935	0		0	9999	0	0	45200	1	0	-1	-1
60724	【恐·心魔】戒指 6★	68	6	6	1	5	-1	-1	5000	4:290|5:585|6:185|7:465|41:1170|42:935	-1	大师的杰作	50061	50061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	9	1	-1	-1	0	4:290|5:585|6:185|7:465|41:1170|42:935	0		0	9999	0	0	45200	1	0	-1	-1
60725	【恐·心魔】腰带 6★	65	6	6	1	5	-1	-1	5000	4:250|5:500|6:375|7:935|41:1000|42:1870	-1	大师的杰作	50067	50067	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	6	5000	1	dropEffect_hong	0	9	1	-1	-1	0	4:250|5:500|6:375|7:935|41:1000|42:1870	0		0	9999	0	0	45200	1	0	-1	-1
