INT	STRING	INT	STRING	STRING	STRING	INT	STRING
6088	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*88）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*89）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到89级
6089	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*89）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*90）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到90级
6090	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*90）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*91）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到91级
6091	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*91）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*92）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到92级
6092	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*92）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*93）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到93级
6093	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*93）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*94）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到94级
6094	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*94）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*95）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到95级
6095	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*95）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*96）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到96级
6096	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*96）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*97）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到97级
6097	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*97）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*98）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到98级
6098	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*98）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*99）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到99级
6099	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*99）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*100）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到100级
6100	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*100）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	无	512	-1
6101	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+1）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+2）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到2级
6102	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+2）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+3）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到3级
6103	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+3）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+4）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到4级
6104	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+4）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+5）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到5级
6105	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+5）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+6）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到6级
6106	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+6）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+7）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到7级
6107	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+7）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+8）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到8级
6108	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+8）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+9）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到9级
6109	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+9）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+10）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到10级
6110	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+10）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+11）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到11级
6111	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+11）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+12）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到12级
6112	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+12）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+13）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到13级
6113	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+13）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+14）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到14级
6114	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+14）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+15）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到15级
6115	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+15）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+16）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到16级
6116	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+16）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+17）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到17级
6117	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+17）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+18）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到18级
6118	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+18）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+19）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到19级
6119	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+19）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+20）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到20级
6120	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+20）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+21）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到21级
6121	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+21）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+22）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到22级
6122	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+22）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+23）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到23级
6123	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+23）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+24）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到24级
6124	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+24）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+25）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到25级
6125	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+25）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+26）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到26级
6126	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+26）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+27）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到27级
6127	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+27）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+28）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到28级
6128	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+28）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+29）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到29级
6129	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+29）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+30）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到30级
6130	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+30）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+31）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到31级
6131	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+31）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+32）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到32级
6132	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+32）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+33）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到33级
6133	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+33）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+34）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到34级
6134	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+34）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+35）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到35级
6135	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+35）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+36）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到36级
6136	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+36）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+37）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到37级
6137	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+37）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+38）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到38级
6138	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+38）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+39）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到39级
6139	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+39）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+40）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到40级
6140	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+40）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+41）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到41级
6141	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+41）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+42）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到42级
6142	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+42）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+43）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到43级
6143	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+43）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+44）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到44级
6144	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+44）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+45）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到45级
6145	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+45）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+46）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到46级
6146	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+46）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+47）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到47级
6147	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+47）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+48）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到48级
6148	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+48）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+49）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到49级
6149	月缺诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+49）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻+50）倍|#debc6a|的倍攻伤害,并且吸取该boss的日月精华|n|#00ff00|boss等级越高，吸取日月精华越多 |n|#e60012|（仅对怪物有效）	513	日月光辉达到50级
